PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_PTS,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT
1630545,Terrence Shannon Jr.,1610612750,MIN,31,18,13,363.0,8,20,0.4,22,6,9,0.667,0.55
203648,Thanasis Antetokounmpo,1610612749,MIL,28,8,20,94.0,0,0,,0,0,0,,
1628418,Thomas Bryant,1610612739,CLE,52,31,21,590.0,1,4,0.25,2,0,2,0.0,0.25
1642275,Tidjane Salaün,1610612766,CHA,36,18,18,571.0,2,3,0.667,6,2,3,0.667,1.0
203501,Tim Hardaway Jr.,1610612743,DEN,69,41,28,1867.0,83,184,0.451,207,41,101,0.406,0.563
202699,Tobias Harris,1610612765,DET,52,36,16,1464.0,67,144,0.465,136,2,17,0.118,0.472
1642449,Tolu Smith,1610612765,DET,8,6,2,91.0,0,0,,0,,,,
1628396,Tony Bradley,1610612754,IND,38,9,29,416.0,2,3,0.667,4,0,0,,0.667
1641787,Tosan Evbuomwan,1610612766,CHA,5,4,1,8.0,0,0,,0,,,,
1641739,Toumani Camara,1610612757,POR,70,34,36,2334.0,33,106,0.311,96,30,98,0.306,0.453
1629027,Trae Young,1610612764,WAS,15,2,13,384.0,42,103,0.408,103,19,58,0.328,0.5
1631218,Trayce Jackson-Davis,1610612761,TOR,45,24,21,454.0,0,0,,0,0,0,,
1642848,Tre Johnson,1610612764,WAS,56,12,44,1348.0,119,263,0.452,279,41,100,0.41,0.53
1630200,Tre Jones,1610612741,CHI,53,24,29,1431.0,30,60,0.5,67,7,16,0.438,0.558
1630544,Tre Mann,1610612766,CHA,45,24,21,634.0,40,130,0.308,101,21,70,0.3,0.388
1630570,Trendon Watford,1610612755,PHI,47,23,24,788.0,7,26,0.269,14,0,4,0.0,0.269
1642280,Trentyn Flowers,1610612741,CHI,2,0,2,6.0,0,0,,0,0,0,,
1631211,Trevor Keels,1610612748,MIA,4,4,0,5.0,0,0,,0,0,0,,
1641725,Trey Alexander,1610612740,NOP,5,1,4,42.0,2,2,1.0,4,0,0,,1.0
1641998,Trey Jemison III,1610612752,NYK,11,9,2,61.0,0,0,,0,,,,
1630530,Trey Murphy III,1610612740,NOP,62,21,41,2196.0,105,326,0.322,276,66,214,0.308,0.423
1642400,Tristan Enaruna,1610612739,CLE,6,6,0,34.0,0,1,0.0,0,0,0,,0.0
1641774,Tristan Vukcevic,1610612764,WAS,44,8,36,589.0,23,57,0.404,51,5,14,0.357,0.447
1641783,Tristan da Silva,1610612753,ORL,64,36,28,1559.0,36,97,0.371,89,17,44,0.386,0.459
1629660,Ty Jerome,1610612763,MEM,13,3,10,290.0,51,106,0.481,131,29,65,0.446,0.618
1631102,TyTy Washington Jr.,1610612746,LAC,9,5,4,52.0,3,6,0.5,7,1,3,0.333,0.583
1631174,Tyler Burton,1610612763,MEM,4,1,3,91.0,1,7,0.143,2,0,4,0.0,0.143
1629639,Tyler Herro,1610612748,MIA,23,11,12,707.0,75,170,0.441,180,30,79,0.38,0.529
1642278,Tyler Kolek,1610612752,NYK,56,35,21,683.0,26,78,0.333,64,12,38,0.316,0.41
1641890,Tyler Smith,1610612742,DAL,2,0,2,11.0,0,0,,0,0,0,,
1631213,Tyrese Martin,1610612755,PHI,44,11,33,771.0,15,47,0.319,38,8,30,0.267,0.404
1630178,Tyrese Maxey,1610612755,PHI,61,33,28,2334.0,228,597,0.382,568,112,321,0.349,0.476
1642878,Tyrese Proctor,1610612739,CLE,42,28,14,436.0,20,63,0.317,51,11,41,0.268,0.405
1630623,Tyson Etienne,1610612751,BKN,14,2,12,135.0,5,8,0.625,15,5,8,0.625,0.938
1626145,Tyus Jones,1610612743,DEN,61,31,30,925.0,29,73,0.397,68,10,34,0.294,0.466
1642845,VJ Edgecombe,1610612755,PHI,63,36,27,2198.0,99,275,0.36,235,37,118,0.314,0.427
1641705,Victor Wembanyama,1610612759,SAS,55,42,13,1615.0,85,242,0.351,195,25,86,0.291,0.403
1631246,Vince Williams Jr.,1610612762,UTA,40,16,24,819.0,27,93,0.29,65,11,53,0.208,0.349
1642884,Vladislav Goldin,1610612748,MIA,5,3,2,14.0,0,0,,0,,,,
1630249,Vít Krejčí,1610612757,POR,64,31,33,1387.0,34,88,0.386,89,21,62,0.339,0.506
1631117,Walker Kessler,1610612762,UTA,5,2,3,154.0,1,2,0.5,3,1,1,1.0,0.75
1642383,Walter Clayton Jr.,1610612763,MEM,58,16,42,1135.0,49,137,0.358,119,21,84,0.25,0.434
1628976,Wendell Carter Jr.,1610612753,ORL,65,36,29,1925.0,11,35,0.314,22,0,3,0.0,0.314
1631111,Wendell Moore Jr.,1610612765,DET,5,4,1,54.0,0,0,,0,0,0,,
1642954,Will Richard,1610612744,GSW,59,31,28,1190.0,9,40,0.225,24,6,30,0.2,0.3
1642860,Will Riley,1610612764,WAS,61,15,46,1227.0,41,128,0.32,101,19,54,0.352,0.395
1630214,Xavier Tillman,1610612766,CHA,24,17,7,148.0,2,6,0.333,4,0,3,0.0,0.333
1642905,Yang Hansen,1610612757,POR,39,20,19,277.0,0,6,0.0,0,0,3,0.0,0.0
1642949,Yanic Konan Niederhäuser,1610612746,LAC,41,22,19,424.0,1,1,1.0,2,0,0,,1.0
1642530,Yuki Kawamura,1610612741,CHI,11,4,7,121.0,3,12,0.25,7,1,8,0.125,0.292
1642274,Yves Missi,1610612740,NOP,58,19,39,1110.0,1,4,0.25,2,0,0,,0.25
1642258,Zaccharie Risacher,1610612737,ATL,55,31,24,1301.0,22,69,0.319,55,11,40,0.275,0.399
1628380,Zach Collins,1610612741,CHI,10,6,4,184.0,0,2,0.0,0,0,0,,0.0
1641744,Zach Edey,1610612763,MEM,11,7,4,284.0,0,1,0.0,0,0,0,,0.0
203897,Zach LaVine,1610612758,SAC,39,9,30,1224.0,89,226,0.394,225,47,132,0.356,0.498
1630192,Zeke Nnaji,1610612743,DEN,47,33,14,575.0,1,4,0.25,3,1,1,1.0,0.375
1630533,Ziaire Williams,1610612751,BKN,49,13,36,1116.0,9,29,0.31,23,5,17,0.294,0.397
1629627,Zion Williamson,1610612740,NOP,54,22,32,1602.0,14,36,0.389,29,1,4,0.25,0.403
1642389,Zyon Pullin,1610612750,MIN,1,1,0,5.0,0,0,,0,,,,
