PLAYERID,FIRSTNAME,LASTNAME,TEAMID,TEAMABBREVIATION,TEAMNAME,TEAMCITY,FRAMES,GRAVITYSCORE,AVGGRAVITYSCORE,ONBALLPERIMETERFRAMES,ONBALLPERIMETERGRAVITYSCORE,AVGONBALLPERIMETERGRAVITYSCORE,OFFBALLPERIMETERFRAMES,OFFBALLPERIMETERGRAVITYSCORE,AVGOFFBALLPERIMETERGRAVITYSCORE,ONBALLINTERIORFRAMES,ONBALLINTERIORGRAVITYSCORE,AVGONBALLINTERIORGRAVITYSCORE,OFFBALLINTERIORFRAMES,OFFBALLINTERIORGRAVITYSCORE,AVGOFFBALLINTERIORGRAVITYSCORE,GAMESPLAYED,MINUTES,PTS,REB,AST
201142,Kevin,Durant,1610612745,HOU,Rockets,Houston,356971,16.483276923,16.6016443,87063,13.4544,13.921364,195069,19.1922461538,18.7598958,21167,11.7513384615,11.4882211,53672,12.1769384615,13.2192878,65,36.5,25.7,5.5,4.4
1630162,Anthony,Edwards,1610612750,MIN,Timberwolves,Minnesota,273526,14.6458771929,15.0944029,90178,16.0604210526,16.7142618,137122,15.0344385964,15.3031086,20850,10.5813333333,11.4509031,25376,9.3944210526,10.7882838,57,35.6,29.7,5.2,3.7
1628983,Shai,Gilgeous-Alexander,1610612760,OKC,Thunder,Oklahoma City,266078,14.8216666666,15.0405161,90936,13.3920526315,13.503641,103589,20.0484210526,20.265868,32135,8.527614035,7.6922129,39418,10.6743508771,11.916309,57,33.5,31.7,4.4,6.6
1629029,Luka,Dončić,1610612747,LAL,Lakers,Los Angeles,265223,14.4764827586,14.8370128,112345,17.1993103448,17.6428415,104593,17.0612241379,17.2151278,28018,1.9140862068,2.1407041,20267,1.0873793103,3.4404592,58,35.8,33.4,7.9,8.4
202695,Kawhi,Leonard,1610612746,LAC,Clippers,LA,268931,14.0836111111,13.5390142,70039,17.4179259259,17.6815434,134164,14.6307777777,13.7275157,24753,13.6298333333,13.3089963,39975,12.6122222222,12.4912942,54,32.3,28.2,6.4,3.6
1629008,Michael,Porter Jr.,1610612751,BKN,Nets,Brooklyn,252893,13.2471153846,13.0986047,30362,10.2640576923,10.5119317,154247,16.8235576923,16.7555718,11085,1.2595192307,0.0459861,57199,4.57875,4.3658856,52,32.5,24.2,7.1,3.0
201935,James,Harden,1610612739,CLE,Cavaliers,Cleveland,320871,12.4920666666,12.9609156,134379,13.5454166666,14.8170421,146814,15.6488333333,15.2905225,21678,-4.4411,-5.744795,18000,-2.8871166666,-2.5301396,60,35.0,24.2,4.9,8.0
202691,Klay,Thompson,1610612742,DAL,Mavericks,Dallas,181954,11.9511864406,11.8915621,17222,6.8172033898,7.259785,132957,14.8806101694,14.6866993,3634,-7.4400677966,-7.35561,28141,-3.7558305084,-2.4364212,59,21.9,11.9,2.2,1.4
1630595,Cade,Cunningham,1610612765,DET,Pistons,Detroit,281031,11.249,11.2280469,109309,12.1990169491,12.2131754,116216,14.7390169491,14.59874,27107,2.1984915254,0.8867076,28399,2.7910338983,1.9461181,59,34.3,24.5,5.6,9.7
1629130,Duncan,Robinson,1610612765,DET,Pistons,Detroit,255211,10.7569692307,11.1245462,20883,10.1179230769,10.8357828,181791,12.3303846153,12.5356151,4583,-14.2953230769,-14.5788701,47954,-8.935,-7.036797,65,27.4,11.7,2.6,2.0
1628378,Donovan,Mitchell,1610612739,CLE,Cavaliers,Cleveland,263622,10.8710166666,11.0765865,82931,7.8556666666,8.2665748,139052,16.1348833333,16.1102819,20341,-2.8128166666,-3.8175481,21298,-1.87435,-1.4526349,60,33.5,28.0,4.4,5.9
1630530,Trey,Murphy III,1610612740,NOP,Pelicans,New Orleans,332764,11.0572580645,10.9833781,51612,9.0407258064,8.8604865,222168,13.5679838709,13.364776,11770,-2.2548709677,-3.1628338,47214,4.8387e-05,0.2692177,62,35.4,22.0,5.7,3.9
1626164,Devin,Booker,1610612756,PHX,Suns,Phoenix,268541,10.5546481481,10.8509055,85260,11.2195,12.2529276,114667,14.9251666666,15.1345435,28547,1.3139814814,0.5693652,40067,0.4357592592,0.4642208,54,33.5,25.8,3.9,5.9
1630178,Tyrese,Maxey,1610612755,PHI,76ers,Philadelphia,326490,10.3825409836,10.7859664,113666,8.2019344262,8.1627542,171486,13.4049344262,14.0844557,18271,-1.3048032786,-1.3925771,23067,3.0124262295,4.4987898,61,38.3,29.0,4.1,6.7
1630166,Deni,Avdija,1610612757,POR,Trail Blazers,Portland,275476,8.9516111111,9.7694989,86857,9.6297037037,10.7715539,132276,12.2587777777,12.5054314,27052,0.2962407407,1.1180642,29291,1.0652777777,1.6610554,54,33.4,24.2,7.0,6.7
1626181,Norman,Powell,1610612748,MIA,Heat,Miami,202908,9.0463461538,9.2515146,30811,4.7742692307,5.2266086,132308,11.8229615384,11.7605669,11266,-1.5124615384,-4.1828064,28523,0.2500384615,-0.6969548,52,30.1,22.3,3.6,2.6
1630217,Desmond,Bane,1610612753,ORL,Magic,Orlando,333600,9.4958358208,9.1212542,67901,7.5123582089,6.9685907,208102,12.210283582,12.0424995,16237,-3.9087014925,-8.0594742,41360,0.330761194,-0.1340732,67,34.3,20.8,4.1,4.2
1641705,Victor,Wembanyama,1610612759,SAS,Spurs,San Antonio,201834,8.890537037,8.9620861,25707,9.1405555555,10.2737506,76222,11.1281111111,10.7636133,19683,4.9865925925,4.8652954,80222,4.7265,6.0546209,54,29.4,24.4,11.1,2.9
1627750,Jamal,Murray,1610612743,DEN,Nuggets,Denver,336776,8.922484375,8.8947855,123257,7.001453125,7.8849381,155613,12.97475,12.5452551,25270,-0.34453125,-0.0597302,32636,1.51840625,1.2683888,64,34.9,25.2,4.4,7.1
1628973,Jalen,Brunson,1610612752,NYK,Knicks,New York,346596,9.2330655737,8.6050934,133909,9.620409836,9.3506402,154939,13.6974426229,12.5908463,29598,-7.6333770491,-8.3297226,28150,-5.1897704918,-5.7390246,61,34.9,26.4,3.4,6.6
1627759,Jaylen,Brown,1610612738,BOS,Celtics,Boston,327833,8.3428870967,8.3361115,88117,9.5199032258,9.7081056,169081,10.3539032258,10.2707416,33761,1.3238870967,1.0792792,36874,2.2573548387,2.2974081,62,34.1,28.5,7.0,5.1
1627742,Brandon,Ingram,1610612761,TOR,Raptors,Toronto,357093,9.145640625,8.0047151,65273,8.5093125,8.1236642,202859,10.61715625,10.1088433,36168,3.491,-0.3657234,52793,5.0035,3.2930215,64,34.2,22.0,5.7,3.8
1631323,Simone,Fontecchio,1610612748,MIA,Heat,Miami,138726,7.2884262295,7.559134,12443,6.0298360655,5.6210794,85054,8.5351967213,8.9012612,4269,-5.9259836065,-9.2275809,36960,-5.4477540983,-8.4169463,61,17.0,8.3,3.1,1.5
201942,DeMar,DeRozan,1610612758,SAC,Kings,Sacramento,324794,7.6742285714,7.3401833,54966,7.4909571428,8.3226205,186322,8.7840285714,8.1113655,32579,6.3558,6.1650101,50927,5.8760714285,5.7133152,70,31.6,18.5,3.0,4.0
203468,CJ,McCollum,1610612737,ATL,Hawks,Atlanta,262162,6.692063492,7.041696,74099,5.8261904761,6.3378918,135794,10.6331428571,10.739015,16051,-11.4517619047,-11.6428992,36218,-7.6676507936,-6.7552991,63,29.8,18.6,3.4,3.7
1628370,Malik,Monk,1610612758,SAC,Kings,Sacramento,165483,7.0914629629,7.0285032,32761,5.3031111111,5.1689089,112303,8.6907407407,8.3708426,6466,-1.5596296296,-1.323604,13953,1.0639814814,2.4594505,54,21.9,12.4,1.9,2.7
203501,Tim,Hardaway Jr.,1610612743,DEN,Nuggets,Denver,271447,5.9843235294,6.7253932,19035,3.175117647,3.9425468,215831,7.9517205882,7.9932848,3422,-5.5998970588,-8.3999202,33159,-4.65375,-3.3732965,68,27.1,13.8,2.6,1.4
1631260,AJ,Green,1610612749,MIL,Bucks,Milwaukee,290080,6.8495692307,6.4082098,26339,3.2476461538,1.6248282,214279,8.1809076923,7.6586761,3917,-10.2138461538,-16.9878371,45545,-6.2532,-4.8255191,65,28.7,9.5,2.5,1.8
1642851,Kon,Knueppel,1610612766,CHA,Hornets,Charlotte,343601,6.2072608695,6.2428631,41889,5.3587391304,6.9903991,228269,9.0501449275,9.0271464,13476,-12.1689565217,-11.2879261,59967,-9.2408405797,-8.7968819,69,31.7,19.3,5.3,3.4
1642263,Reed,Sheppard,1610612745,HOU,Rockets,Houston,271241,6.0133283582,6.06091,69020,4.6116567164,4.7416278,179209,7.7273283582,7.5327428,7630,-11.4137014925,-12.832141,15382,-8.2915074626,-9.3334643,67,26.1,13.4,2.8,3.2
1627783,Pascal,Siakam,1610612754,IND,Pacers,Indiana,283947,6.0654259259,6.0511607,41749,6.4226111111,6.7091081,145951,7.0984074074,6.8765719,29599,6.1688703703,5.9552353,66648,4.2551111111,4.705764,54,33.5,23.9,6.7,3.9
1642285,Cam,Spencer,1610612763,MEM,Grizzlies,Memphis,223223,5.573046875,5.8215756,65197,4.914640625,5.2632577,126098,8.678765625,8.7885324,10026,-9.517203125,-10.4355904,21902,-7.1398125,-6.9221918,64,23.9,11.4,2.6,5.5
1629014,Anfernee,Simons,1610612741,CHI,Bulls,Chicago,219191,5.7539818181,5.7248927,55140,5.287290909,5.76894,136839,7.4197818181,7.1737806,5889,-14.0734363636,-13.0092289,21323,-9.4849272727,-10.1129989,55,24.9,14.3,2.5,2.4
1628379,Luke,Kennard,1610612747,LAL,Lakers,Los Angeles,190159,5.529,5.673738,17742,3.2023787878,4.7538825,131377,7.6740757575,7.4682148,6317,-11.3859848484,-10.9772437,34723,-7.0052121212,-6.0017084,66,20.8,8.0,2.2,2.0
1628368,De'Aaron,Fox,1610612759,SAS,Spurs,San Antonio,247748,5.0914333333,5.5363752,70166,2.6078666666,3.3980385,134761,9.0986666666,9.1183414,18444,-9.3153,-8.904129,24377,-7.7079166666,-6.3154517,60,31.4,18.9,3.8,6.3
1629656,Quentin,Grimes,1610612755,PHI,76ers,Philadelphia,269952,5.8076031746,5.4428919,42430,3.5596825396,4.6772571,189365,7.4974126984,6.8876816,10288,-9.9735873015,-9.4270746,27869,-5.8814126984,-6.3275128,63,30.1,13.7,3.7,3.5
1641718,Keyonte,George,1610612762,UTA,Jazz,Utah,258902,5.8749245283,5.3958025,90748,1.9487547169,1.4223366,137343,10.4008113207,9.9140082,13166,-9.1546792452,-10.7336964,17645,-3.539226415,-2.7567448,53,33.3,23.7,3.7,6.2
1630170,Devin,Vassell,1610612759,SAS,Spurs,San Antonio,230940,5.2381818181,5.2122845,26180,0.5734545454,1.9707166,173845,6.791890909,6.7591118,6535,-3.3671090909,-3.6030904,24380,-4.5500181818,-3.5341441,55,30.8,14.4,3.8,2.5
1641706,Brandon,Miller,1610612766,CHA,Hornets,Charlotte,248150,5.3259622641,5.1505665,49633,3.5547169811,3.8446089,144416,8.7681320754,8.4019162,12900,-12.5538679245,-10.7361297,41201,-11.4794339622,-9.764582,53,30.1,20.4,5.0,3.5
1628989,Kevin,Huerter,1610612765,DET,Pistons,Detroit,179604,5.1920877192,5.1331573,21516,2.3609122807,2.6348402,121771,7.6653157894,7.7937441,6230,-13.2658771929,-16.2420359,30087,-9.4480175438,-9.677447,57,21.9,9.7,3.5,2.4
1630163,LaMelo,Ball,1610612766,CHA,Hornets,Charlotte,255341,4.8652166666,5.0647622,107542,5.5636666666,5.868312,114569,8.4693,8.458267,14900,-16.18615,-14.880052,18330,-14.62005,-14.1369451,60,27.5,19.5,4.9,7.1
1641729,Brice,Sensabaugh,1610612762,UTA,Jazz,Utah,207031,6.3615538461,4.8596179,24964,4.1371538461,4.3581405,154431,7.4966923076,6.0053336,8633,-6.0436923076,-8.4158081,19003,-4.2557230769,-5.5750362,65,22.7,14.0,3.0,1.7
1629638,Nickeil,Alexander-Walker,1610612737,ATL,Hawks,Atlanta,296279,4.2563787878,4.7897689,55941,3.9796515151,5.7601695,164875,7.582530303,7.9435729,15096,-15.2499090909,-18.8086207,60367,-11.1539242424,-10.8375348,66,33.3,20.3,3.5,3.7
1630533,Ziaire,Williams,1610612751,BKN,Nets,Brooklyn,162151,4.855877551,4.6828372,11208,0.8290408163,1.6531444,118456,6.4036530612,5.9240753,2617,-11.7301020408,-11.8000286,29870,-6.0977346938,-6.7399429,49,22.8,9.6,2.4,1.0
1628401,Derrick,White,1610612738,BOS,Celtics,Boston,352953,4.5796363636,4.6745096,101003,5.0112878787,5.212433,203837,6.6398636363,6.6149503,13552,-20.2718181818,-21.0002559,34561,-15.2253030303,-15.2253804,66,34.2,17.4,4.5,5.6
1630541,Moses,Moody,1610612744,GSW,Warriors,Golden State,217205,4.453338983,4.6604176,21584,-2.7209152542,-1.0776693,165997,6.606898305,6.812156,5137,-15.7941864406,-15.6937835,24487,-11.1319322033,-9.4225897,59,25.5,11.9,3.3,1.6
1642907,Cedric,Coward,1610612763,MEM,Grizzlies,Memphis,201108,4.4366415094,4.6162492,31653,3.1903018867,3.6623439,133800,6.5688301886,6.5233977,9929,-4.1028679245,-5.8684639,25726,-3.0773018867,-3.2727685,53,26.1,13.3,6.2,2.8
203924,Jerami,Grant,1610612757,POR,Trail Blazers,Portland,230034,4.6097222222,4.493428,34047,3.3001851851,4.4307533,151166,6.095,5.9833983,15000,-1.9981666666,-2.4225237,29821,-2.451537037,-2.7404679,54,29.9,18.5,3.5,2.2
1630249,Vít,Krejčí,1610612757,POR,Trail Blazers,Portland,195860,3.9123125,4.4767301,19654,1.465296875,3.8797931,141777,5.73453125,5.1764166,4084,-17.85271875,-16.398068,30345,-13.51109375,-10.7614008,64,21.6,8.6,2.3,1.6
1642848,Tre,Johnson,1610612764,WAS,Wizards,Washington,183646,4.2701272727,4.4749922,24746,1.857090909,2.6558621,127263,6.1587454545,6.2681139,8494,-8.3821636363,-9.0584491,23143,-5.9684545454,-5.745761,55,24.0,12.3,2.8,2.0
1641824,Matas,Buzelis,1610612741,CHI,Bulls,Chicago,279905,4.595117647,4.4707253,38173,2.4042058823,2.387648,190534,6.6548088235,6.5928258,13240,-9.6744264705,-11.2299817,37958,-6.6555294117,-7.2627607,68,29.3,16.3,5.7,2.1
1631094,Paolo,Banchero,1610612753,ORL,Magic,Orlando,284986,4.2705614035,4.4326111,67711,3.4083157894,3.7802734,140119,5.7483508771,6.061932,28319,0.4517192982,-0.4450168,48837,1.2276491228,1.3757337,57,34.8,22.3,8.5,5.1
1630577,Julian,Champagnie,1610612759,SAS,Spurs,San Antonio,263579,4.5879710144,4.1978231,15196,3.1647391304,4.4509867,204793,6.4207391304,5.7557176,4205,-7.9698985507,-5.2102268,39385,-8.8229130434,-8.0085347,69,27.9,11.4,5.7,1.5
2544,LeBron,James,1610612747,LAL,Lakers,Los Angeles,204144,4.0590816326,4.1134204,43548,2.2373877551,3.294562,117692,5.7240204081,5.7094183,16893,-4.2083673469,-3.9237144,26011,-4.1425306122,-4.1507323,49,33.3,21.3,5.8,6.9
1630198,Isaiah,Joe,1610612760,OKC,Thunder,Oklahoma City,185620,3.6924166666,4.01901,17518,1.4723,2.8292797,133625,4.9185833333,5.3860513,4749,-5.8099666666,-9.3909806,29728,-3.9068166666,-5.2700714,60,22.0,11.1,2.7,1.4
203952,Andrew,Wiggins,1610612748,MIA,Heat,Miami,232209,3.9479122807,3.9284859,27241,1.708614035,2.1977939,146683,6.135368421,5.860617,13816,-7.9182280701,-7.8864551,44469,-5.9901403508,-4.9959022,57,31.0,15.9,5.1,2.8
1642846,Ace,Bailey,1610612762,UTA,Jazz,Utah,232793,3.6220333333,3.8596986,19091,-1.5305166666,-2.0451997,171054,5.3275,5.6311125,8414,-9.0438833333,-8.9175406,34234,-5.8208666666,-5.8876346,60,26.7,12.8,4.0,1.7
1631108,Max,Christie,1610612742,DAL,Mavericks,Dallas,269702,3.59346875,3.695395,30276,1.616203125,1.7171775,200267,5.68871875,5.6878463,8069,-9.437546875,-10.187308,31090,-8.116703125,-7.4780758,64,29.4,12.7,3.3,2.0
1642843,Cooper,Flagg,1610612742,DAL,Mavericks,Dallas,311923,3.6041052631,3.6153554,68511,2.3129473684,3.1852864,183265,6.4087894736,5.7645719,23858,-5.7851929824,-2.8811289,36289,-4.1727017543,-2.2456462,57,33.6,20.2,6.6,4.5
1627747,Caris,LeVert,1610612765,DET,Pistons,Detroit,140391,4.0076382978,3.6012973,31784,2.4843404255,2.5113937,82524,6.1696382978,5.9150806,7007,-9.3902340425,-11.7393176,19076,-6.9122340425,-6.5505744,47,19.5,7.5,1.9,2.7
1630202,Payton,Pritchard,1610612738,BOS,Celtics,Boston,349194,3.4300149253,3.5611634,96933,3.6467014925,4.508745,198062,5.4819552238,5.4212272,20697,-10.6623432835,-11.3723279,33502,-7.6259552238,-6.7017914,67,32.7,16.7,4.0,5.4
1642419,Jamison,Battle,1610612761,TOR,Raptors,Toronto,58906,4.5477291666,3.3778262,2669,0.7013541666,1.2940906,44587,6.2705833333,5.3511007,973,-7.3857916666,-17.2113103,10677,-5.3685,-4.2125617,48,8.6,2.8,1.5,0.3
1630552,Jalen,Johnson,1610612737,ATL,Hawks,Atlanta,309738,4.3508870967,3.2999459,72659,4.504048387,5.061973,161947,7.6538387096,6.1588806,27990,-3.7482096774,-8.9040542,47142,-2.1112580645,-5.1581946,62,35.3,22.9,10.5,8.1
1630573,Sam,Hauser,1610612738,BOS,Celtics,Boston,252401,3.2669848484,3.280271,16328,1.8103787878,0.939044,191420,4.9111969696,5.0935289,2097,-16.2349242424,-17.6322579,42556,-13.9068484848,-14.4893345,66,24.6,9.2,3.9,1.5
1630696,Dru,Smith,1610612748,MIA,Heat,Miami,147874,3.3895846153,3.2316804,27679,-0.2275846153,-0.3083969,84328,6.3233384615,6.1752976,7917,-11.6033076923,-13.3787318,27950,-8.7864461538,-9.7777141,65,16.9,5.9,2.6,2.6
1642450,Daniss,Jenkins,1610612765,DET,Pistons,Detroit,152716,2.6037586206,3.1485429,48913,2.9827586206,3.6505159,79331,4.5592413793,5.0271558,9140,-11.2874827586,-11.8752184,15332,-7.2107413793,-7.2575959,58,17.8,7.8,1.9,3.2
1642845,VJ,Edgecombe,1610612755,PHI,76ers,Philadelphia,298548,3.2269523809,2.974049,60730,0.5478730158,1.122366,192662,4.4769523809,3.9211341,10856,-4.3305396825,-3.69371,34300,-2.9262539682,-3.3731417,63,34.9,15.6,5.6,4.0
