PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
1629057,Robert Williams III,1610612757,POR,48,23,25,816.0,311142,58.9,31.1,27.9,4.18,4.43,3.95
1642911,Rocco Zikarsky,1610612750,MIN,4,0,4,16.0,6356,1.2,0.6,0.6,3.97,4.23,3.74
1631199,Ron Harper Jr.,1610612738,BOS,22,16,6,246.0,96171,18.2,10.0,8.2,4.16,4.28,4.04
1641842,Ronald Holland II,1610612765,DET,65,46,19,1317.0,520864,98.6,50.0,48.6,4.38,4.45,4.32
1626220,Royce O'Neale,1610612756,PHX,69,39,30,2007.0,753066,142.6,78.5,64.1,4.17,4.58,3.76
203497,Rudy Gobert,1610612750,MIN,67,42,25,2107.0,805587,152.6,79.7,72.9,4.28,4.48,4.08
1629060,Rui Hachimura,1610612747,LAL,58,40,18,1669.0,630528,119.4,63.3,56.2,4.21,4.4,4.03
201566,Russell Westbrook,1610612758,SAC,63,16,47,1826.0,645084,122.2,66.3,55.9,3.95,4.23,3.66
1642346,Ryan Dunn,1610612756,PHX,61,35,26,1181.0,476040,90.2,46.2,44.0,4.49,4.63,4.35
1641750,Ryan Kalkbrenner,1610612766,CHA,57,31,26,1252.0,484899,91.8,50.2,41.7,4.36,4.51,4.2
1642948,Ryan Nembhard,1610612742,DAL,49,18,31,908.0,356703,67.6,37.4,30.2,4.35,4.67,4.02
1631157,Ryan Rollins,1610612749,MIL,67,26,41,2158.0,852804,161.5,83.8,77.8,4.4,4.57,4.24
1630180,Saddiq Bey,1610612740,NOP,64,24,40,1987.0,751040,142.2,73.8,68.4,4.18,4.35,4.0
1630573,Sam Hauser,1610612738,BOS,66,45,21,1625.0,680760,128.9,73.9,55.1,4.63,5.03,4.19
1630241,Sam Merrill,1610612739,CLE,44,30,14,1145.0,477620,90.5,47.6,42.8,4.54,4.86,4.23
1630572,Sandro Mamukelashvili,1610612761,TOR,66,37,29,1446.0,587091,111.2,58.3,52.9,4.47,4.75,4.19
1630583,Santi Aldama,1610612763,MEM,43,19,24,1198.0,481351,91.2,49.0,42.2,4.54,5.01,4.1
1630703,Scoot Henderson,1610612757,POR,18,10,8,420.0,180137,34.1,17.8,16.4,4.53,4.72,4.37
1630567,Scottie Barnes,1610612761,TOR,66,38,28,2255.0,880412,166.7,85.3,81.4,4.31,4.58,4.06
1630590,Scotty Pippen Jr.,1610612763,MEM,10,2,8,212.0,89163,16.9,8.6,8.3,4.51,4.66,4.36
1642951,Sean Pedulla,1610612746,LAC,2,1,1,11.0,4186,0.8,0.4,0.3,4.22,4.27,3.12
203552,Seth Curry,1610612744,GSW,4,0,4,51.0,19447,3.7,2.0,1.7,4.26,4.4,4.1
1631101,Shaedon Sharpe,1610612757,POR,48,22,26,1439.0,556265,105.4,56.9,48.5,4.29,4.73,3.86
1628983,Shai Gilgeous-Alexander,1610612760,OKC,58,47,11,1943.0,708605,134.2,72.3,61.9,4.07,4.5,3.65
1630536,Sharife Cooper,1610612764,WAS,28,5,23,436.0,182974,34.7,18.5,16.2,4.46,4.74,4.18
1631321,Sidy Cissoko,1610612757,POR,63,31,32,1306.0,504734,95.6,50.2,45.4,4.22,4.42,4.03
1631323,Simone Fontecchio,1610612748,MIA,62,33,29,1055.0,449961,85.2,46.2,39.0,4.76,5.52,4.09
1642883,Sion James,1610612766,CHA,70,36,34,1609.0,638318,120.9,66.3,54.6,4.39,4.65,4.11
1627746,Skal Labissiere,1610612764,WAS,3,2,1,38.0,14495,2.7,1.5,1.3,4.02,4.37,3.97
1642461,Spencer Jones,1610612743,DEN,58,35,23,1326.0,521624,98.8,50.4,48.4,4.31,4.35,4.27
1630649,Stanley Umude,1610612759,SAS,2,2,0,7.0,2543,0.5,0.3,0.2,3.99,4.07,3.89
201939,Stephen Curry,1610612744,GSW,39,23,16,1222.0,468691,88.8,50.5,38.3,4.31,4.83,3.77
1642264,Stephon Castle,1610612759,SAS,59,44,15,1759.0,673520,127.6,65.9,61.6,4.29,4.65,3.96
203500,Steven Adams,1610612745,HOU,32,21,11,730.0,259502,49.1,26.4,22.8,4.03,4.05,4.03
1629004,Svi Mykhailiuk,1610612762,UTA,48,14,34,1123.0,443336,84.0,44.9,39.1,4.49,4.72,4.25
204456,T.J. McConnell,1610612754,IND,51,13,38,880.0,379480,71.9,39.0,32.8,4.75,5.1,4.38
1643007,Taelon Peter,1610612754,IND,31,4,27,348.0,150837,28.6,15.2,13.4,4.74,5.18,4.32
201959,Taj Gibson,1610612763,MEM,3,1,2,29.0,11720,2.2,1.1,1.1,4.23,4.14,4.32
1631106,Tari Eason,1610612745,HOU,46,27,19,1217.0,457818,86.7,45.8,41.0,4.1,4.14,4.07
1627752,Taurean Prince,1610612749,MIL,14,6,8,275.0,99735,18.9,9.6,9.3,4.11,4.19,4.02
1641707,Taylor Hendricks,1610612763,MEM,50,12,38,903.0,365012,69.1,35.2,34.0,4.38,4.49,4.27
1629611,Terance Mann,1610612751,BKN,58,14,44,1413.0,560175,106.1,55.7,50.4,4.4,4.54,4.27
1630545,Terrence Shannon Jr.,1610612750,MIN,31,18,13,363.0,142104,26.9,13.9,13.0,4.36,4.56,4.17
203648,Thanasis Antetokounmpo,1610612749,MIL,28,8,20,94.0,37055,7.0,3.6,3.4,4.13,4.23,4.04
1628418,Thomas Bryant,1610612739,CLE,52,31,21,590.0,225982,42.8,21.8,21.0,4.15,4.33,3.99
1642275,Tidjane Salaün,1610612766,CHA,36,18,18,571.0,237981,45.1,25.0,20.1,4.52,4.79,4.23
203501,Tim Hardaway Jr.,1610612743,DEN,69,41,28,1867.0,675665,128.0,67.3,60.7,3.95,4.1,3.8
202699,Tobias Harris,1610612765,DET,52,36,16,1464.0,555071,105.1,55.8,49.3,4.21,4.47,3.95
1642449,Tolu Smith,1610612765,DET,8,6,2,91.0,37514,7.1,3.8,3.3,4.43,4.56,4.29
1628396,Tony Bradley,1610612754,IND,38,9,29,416.0,162701,30.8,15.6,15.2,4.42,4.54,4.31
1641787,Tosan Evbuomwan,1610612766,CHA,5,4,1,8.0,3035,0.6,0.3,0.2,4.67,4.11,3.6
1641739,Toumani Camara,1610612757,POR,70,34,36,2334.0,975438,184.7,93.5,91.2,4.62,4.77,4.48
1629027,Trae Young,1610612764,WAS,15,2,13,384.0,149147,28.2,15.4,12.9,4.26,4.87,3.74
1631218,Trayce Jackson-Davis,1610612761,TOR,45,24,21,454.0,181383,34.4,18.7,15.7,4.45,4.57,4.32
1642848,Tre Johnson,1610612764,WAS,56,12,44,1348.0,534429,101.2,54.6,46.6,4.4,4.82,3.99
1630200,Tre Jones,1610612741,CHI,53,24,29,1431.0,584462,110.7,59.3,51.4,4.5,4.99,4.04
1630544,Tre Mann,1610612766,CHA,45,24,21,634.0,248688,47.1,26.7,20.4,4.43,4.69,4.12
1630570,Trendon Watford,1610612755,PHI,46,22,24,778.0,303873,57.6,31.5,26.1,4.27,4.6,3.93
1642280,Trentyn Flowers,1610612741,CHI,2,0,2,6.0,2111,0.4,0.2,0.2,4.33,4.44,4.23
1631211,Trevor Keels,1610612748,MIA,4,4,0,5.0,2179,0.4,0.2,0.2,4.42,3.75,5.37
1641725,Trey Alexander,1610612740,NOP,5,1,4,42.0,16232,3.1,1.5,1.6,4.56,4.65,4.47
1641998,Trey Jemison III,1610612752,NYK,11,9,2,61.0,24501,4.6,2.4,2.3,4.29,4.52,4.26
1630530,Trey Murphy III,1610612740,NOP,62,21,41,2196.0,839579,159.0,86.2,72.8,4.23,4.59,3.88
1642400,Tristan Enaruna,1610612739,CLE,6,6,0,34.0,14205,2.7,1.5,1.2,4.4,4.56,4.23
1641774,Tristan Vukcevic,1610612764,WAS,44,8,36,589.0,221061,41.9,22.0,19.8,4.19,4.48,3.9
1641783,Tristan da Silva,1610612753,ORL,64,36,28,1559.0,648407,122.8,65.6,57.2,4.6,4.93,4.27
1629660,Ty Jerome,1610612763,MEM,13,3,10,290.0,110826,21.0,11.4,9.6,4.1,4.62,3.62
1631102,TyTy Washington Jr.,1610612746,LAC,9,5,4,52.0,20351,3.9,2.0,1.8,4.15,4.31,3.78
1631174,Tyler Burton,1610612763,MEM,4,1,3,91.0,42015,8.0,4.1,3.8,4.92,5.11,4.62
1629639,Tyler Herro,1610612748,MIA,23,11,12,707.0,292868,55.5,29.4,26.0,4.52,5.12,3.98
1642278,Tyler Kolek,1610612752,NYK,56,35,21,683.0,287831,54.5,29.9,24.6,4.59,4.94,4.23
1641890,Tyler Smith,1610612742,DAL,2,0,2,11.0,4808,0.9,0.5,0.4,4.64,5.54,3.85
1631213,Tyrese Martin,1610612755,PHI,44,11,33,771.0,311910,59.1,32.0,27.1,4.61,4.92,4.28
1630178,Tyrese Maxey,1610612755,PHI,61,33,28,2334.0,898923,170.3,95.5,74.7,4.26,4.69,3.81
1642878,Tyrese Proctor,1610612739,CLE,42,28,14,436.0,177519,33.6,17.4,16.2,4.55,4.89,4.24
1630623,Tyson Etienne,1610612751,BKN,14,2,12,135.0,60057,11.4,5.9,5.5,4.8,5.08,4.53
1626145,Tyus Jones,1610612743,DEN,61,31,30,925.0,361646,68.5,37.3,31.2,4.36,4.62,4.09
1642845,VJ Edgecombe,1610612755,PHI,62,35,27,2159.0,835600,158.3,86.1,72.2,4.27,4.58,3.95
1641705,Victor Wembanyama,1610612759,SAS,55,42,13,1615.0,616096,116.7,60.3,56.3,4.17,4.56,3.82
1631246,Vince Williams Jr.,1610612762,UTA,40,16,24,819.0,329574,62.4,33.1,29.3,4.56,4.93,4.21
1642884,Vladislav Goldin,1610612748,MIA,5,3,2,14.0,6333,1.2,0.7,0.5,4.65,5.08,4.16
1630249,Vít Krejčí,1610612757,POR,64,31,33,1387.0,559007,105.9,56.8,49.1,4.44,4.84,4.05
1631117,Walker Kessler,1610612762,UTA,5,2,3,154.0,55102,10.4,5.4,5.1,4.17,4.31,4.12
1642383,Walter Clayton Jr.,1610612763,MEM,58,16,42,1135.0,462618,87.6,47.0,40.6,4.44,4.81,4.07
1628976,Wendell Carter Jr.,1610612753,ORL,65,36,29,1925.0,704706,133.5,70.4,63.1,4.06,4.28,3.84
1631111,Wendell Moore Jr.,1610612765,DET,5,4,1,54.0,22122,4.2,2.1,2.0,4.72,4.79,4.43
1642954,Will Richard,1610612744,GSW,59,31,28,1190.0,457469,86.6,46.5,40.2,4.22,4.33,4.11
1642860,Will Riley,1610612764,WAS,61,15,46,1227.0,511102,96.8,52.3,44.5,4.51,4.88,4.14
1630214,Xavier Tillman,1610612766,CHA,24,17,7,148.0,54678,10.4,5.6,4.7,4.13,4.24,3.93
1642905,Yang Hansen,1610612757,POR,39,20,19,277.0,102479,19.4,10.0,9.4,4.06,4.13,3.99
1642949,Yanic Konan Niederhäuser,1610612746,LAC,41,22,19,424.0,172686,32.7,17.2,15.5,4.34,4.51,4.15
1642530,Yuki Kawamura,1610612741,CHI,11,4,7,121.0,53484,10.1,5.3,4.8,4.61,4.98,4.25
1642274,Yves Missi,1610612740,NOP,58,19,39,1110.0,424021,80.3,41.4,38.9,4.21,4.37,4.04
1642258,Zaccharie Risacher,1610612737,ATL,55,31,24,1301.0,543469,102.9,52.8,50.1,4.7,5.02,4.4
1628380,Zach Collins,1610612741,CHI,10,6,4,184.0,73144,13.9,7.3,6.6,4.44,4.9,4.02
1641744,Zach Edey,1610612763,MEM,11,7,4,284.0,98934,18.7,9.8,8.9,4.16,4.4,3.92
203897,Zach LaVine,1610612758,SAC,39,9,30,1224.0,469773,89.0,48.8,40.2,4.39,4.76,4.01
1630192,Zeke Nnaji,1610612743,DEN,47,33,14,575.0,224195,42.5,22.7,19.8,4.2,4.33,4.06
1630533,Ziaire Williams,1610612751,BKN,49,13,36,1116.0,438329,83.0,42.3,40.7,4.34,4.39,4.29
1629627,Zion Williamson,1610612740,NOP,54,22,32,1602.0,642879,121.8,64.9,56.8,4.34,4.7,3.98
1642389,Zyon Pullin,1610612750,MIN,1,1,0,5.0,2212,0.4,0.2,0.2,4.42,4.09,4.83
