PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
1629652,Luguentz Dort,1610612760,OKC,56,43,13,1571.0,49,19,30,0.388,126,0.389,2,0.395,10.6,171,52,119,0.304,304,0.563,30,0.624,7.5,220,71,149,0.323,427,0.515,32,0.557,8.2
1629029,Luka Dončić,1610612747,LAL,58,39,19,2076.0,36,17,18,0.472,106,0.34,1,0.343,11.0,424,113,311,0.267,631,0.672,43,0.721,5.3,460,130,329,0.283,708,0.65,44,0.693,5.7
1630568,Luka Garza,1610612738,BOS,53,36,17,871.0,130,95,35,0.731,299,0.435,15,0.458,4.4,98,46,52,0.469,229,0.428,40,0.519,6.0,228,141,87,0.618,523,0.436,55,0.487,5.1
1628379,Luke Kennard,1610612747,LAL,53,32,21,1134.0,26,7,19,0.269,67,0.388,4,0.413,10.7,116,11,105,0.095,191,0.607,15,0.659,7.7,142,18,124,0.127,252,0.563,19,0.609,8.3
1628436,Luke Kornet,1610612759,SAS,57,43,14,1213.0,163,115,49,0.706,321,0.508,9,0.522,4.1,202,77,125,0.381,390,0.518,57,0.607,5.4,365,192,174,0.526,701,0.521,66,0.575,4.8
1631247,Luke Travers,1610612739,CLE,9,5,4,91.0,9,2,7,0.222,18,0.5,0,0.5,9.3,15,5,10,0.333,21,0.714,0,0.714,4.9,24,7,17,0.292,37,0.649,0,0.649,6.5
1630644,Mac McClung,1610612741,CHI,3,0,3,45.0,0,0,0,0.0,3,0.0,0,0.0,0.0,5,1,4,0.2,11,0.455,2,0.556,8.3,5,1,4,0.2,14,0.357,2,0.417,8.3
1641869,Malachi Smith,1610612751,BKN,2,0,2,41.0,3,2,1,0.667,7,0.429,1,0.5,8.9,4,1,3,0.25,8,0.5,0,0.5,4.9,7,3,4,0.429,14,0.5,1,0.538,6.6
1631103,Malaki Branham,1610612764,WAS,20,2,18,243.0,12,4,8,0.333,26,0.462,0,0.462,9.9,32,8,24,0.25,56,0.571,6,0.64,6.2,44,12,32,0.273,78,0.564,6,0.611,7.2
1642502,Malevy Leons,1610612744,GSW,14,3,11,130.0,18,10,8,0.556,31,0.581,0,0.581,5.1,15,7,8,0.467,25,0.6,2,0.652,6.9,33,17,16,0.515,56,0.589,2,0.611,5.9
1628370,Malik Monk,1610612758,SAC,44,10,34,1029.0,14,2,12,0.143,55,0.255,2,0.264,16.1,88,21,67,0.239,149,0.591,13,0.647,9.1,102,23,79,0.225,201,0.507,15,0.548,10.0
1630699,MarJon Beauchamp,1610612755,PHI,6,2,4,115.0,2,1,1,0.5,4,0.5,0,0.5,11.4,18,6,12,0.333,35,0.514,5,0.6,6.9,20,7,13,0.35,38,0.526,5,0.606,7.3
1631204,Marcus Sasser,1610612765,DET,17,11,6,268.0,6,1,5,0.167,11,0.545,0,0.545,20.4,24,2,22,0.083,32,0.75,2,0.8,10.9,30,3,27,0.1,41,0.732,2,0.769,12.8
203935,Marcus Smart,1610612747,LAL,52,35,17,1516.0,35,10,25,0.286,72,0.486,4,0.515,13.0,129,55,73,0.426,236,0.547,26,0.614,8.7,164,65,98,0.396,302,0.543,30,0.603,9.6
1641813,Mark Sears,1610612749,MIL,2,0,2,5.0,1,0,1,0.0,1,1.0,0,1.0,12.9,1,0,1,0.0,2,0.5,0,0.5,5.4,2,0,2,0.0,3,0.667,0,0.667,9.2
1631109,Mark Williams,1610612756,PHX,56,33,23,1322.0,174,125,49,0.718,338,0.515,10,0.53,5.3,278,84,192,0.302,457,0.608,45,0.675,4.6,452,209,241,0.462,773,0.585,55,0.63,4.9
1628963,Marvin Bagley III,1610612742,DAL,52,14,38,1035.0,132,95,36,0.72,272,0.485,3,0.491,4.2,193,80,113,0.415,346,0.558,38,0.627,4.4,325,175,149,0.538,609,0.534,41,0.572,4.3
203486,Mason Plumlee,1610612759,SAS,15,8,7,124.0,14,6,8,0.429,37,0.378,2,0.4,7.2,32,8,24,0.25,53,0.604,1,0.615,3.7,46,14,32,0.304,85,0.541,3,0.561,4.8
1641824,Matas Buzelis,1610612741,CHI,67,25,42,1951.0,72,35,37,0.486,177,0.407,9,0.429,8.5,316,64,251,0.203,554,0.57,68,0.65,5.9,388,99,288,0.255,713,0.544,77,0.61,6.4
1629680,Matisse Thybulle,1610612757,POR,15,7,8,197.0,10,2,8,0.2,16,0.625,1,0.667,13.8,19,7,12,0.368,37,0.514,4,0.576,7.7,29,9,20,0.31,52,0.558,5,0.617,9.8
1631108,Max Christie,1610612742,DAL,60,20,40,1807.0,14,4,10,0.286,53,0.264,4,0.286,15.8,203,46,157,0.227,336,0.604,29,0.661,7.5,217,50,167,0.23,379,0.573,33,0.627,8.0
1629622,Max Strus,1610612739,CLE,3,2,1,70.0,4,1,3,0.25,7,0.571,1,0.667,9.4,16,3,13,0.188,21,0.762,1,0.8,7.6,20,4,16,0.2,27,0.741,2,0.8,8.0
1628467,Maxi Kleber,1610612747,LAL,25,12,13,339.0,27,17,10,0.63,60,0.45,2,0.466,5.5,40,10,30,0.25,74,0.541,8,0.606,5.7,67,27,40,0.403,129,0.519,10,0.563,5.6
1642875,Maxime Raynaud,1610612758,SAC,61,17,44,1569.0,121,63,58,0.521,301,0.402,9,0.414,6.2,332,96,236,0.289,533,0.623,48,0.685,4.2,453,159,294,0.351,803,0.564,57,0.607,4.7
1642877,Micah Peavy,1610612740,NOP,39,10,29,631.0,39,21,18,0.538,94,0.415,3,0.429,6.3,56,10,46,0.179,110,0.509,10,0.56,7.7,95,31,64,0.326,198,0.48,13,0.514,7.2
1630695,Micah Potter,1610612754,IND,33,6,27,643.0,40,24,16,0.6,107,0.374,4,0.388,5.7,117,41,76,0.35,220,0.532,29,0.613,4.6,157,65,92,0.414,313,0.502,33,0.561,4.9
1629008,Michael Porter Jr.,1610612751,BKN,51,14,37,1656.0,69,33,36,0.478,178,0.388,7,0.404,8.0,298,76,222,0.255,461,0.646,36,0.701,5.4,367,109,258,0.297,619,0.593,43,0.637,5.9
1628969,Mikal Bridges,1610612752,NYK,67,43,24,2253.0,71,30,41,0.423,129,0.55,5,0.573,11.0,216,45,170,0.208,382,0.565,38,0.628,7.8,287,75,211,0.261,506,0.567,43,0.62,8.6
201144,Mike Conley,1610612750,MIN,41,26,15,761.0,15,4,11,0.267,35,0.429,1,0.441,14.0,65,12,53,0.185,121,0.537,8,0.575,9.8,80,16,64,0.2,152,0.526,9,0.559,10.6
1628970,Miles Bridges,1610612766,CHA,65,34,31,2057.0,61,24,37,0.393,152,0.401,2,0.407,10.7,320,74,246,0.231,504,0.635,43,0.694,5.9,381,98,283,0.257,627,0.608,45,0.655,6.7
1642939,Miles Kelly,1610612742,DAL,9,2,7,97.0,5,1,4,0.2,8,0.625,0,0.625,14.8,19,5,14,0.263,30,0.633,1,0.655,7.0,24,6,18,0.25,36,0.667,1,0.686,8.6
1630540,Miles McBride,1610612752,NYK,33,20,13,924.0,22,8,14,0.364,51,0.431,0,0.431,15.9,69,16,52,0.232,132,0.523,14,0.585,11.1,91,24,66,0.264,180,0.506,14,0.548,12.3
1629011,Mitchell Robinson,1610612752,NYK,51,34,17,992.0,224,169,54,0.754,354,0.633,7,0.646,4.7,228,107,121,0.469,359,0.635,24,0.681,5.1,452,276,175,0.611,699,0.647,31,0.677,4.9
1628964,Mo Bamba,1610612762,UTA,3,2,1,40.0,10,6,4,0.6,9,1.111,1,1.25,4.5,12,5,7,0.417,15,0.8,3,1.0,6.1,22,11,11,0.5,24,0.917,4,1.1,5.4
1642885,Mohamed Diawara,1610612752,NYK,33,21,12,389.0,13,9,4,0.692,33,0.394,0,0.394,9.5,66,11,55,0.167,99,0.667,9,0.733,6.2,79,20,59,0.253,123,0.642,9,0.693,6.7
1628420,Monte Morris,1610612754,IND,5,0,5,62.0,1,0,1,0.0,5,0.2,0,0.2,17.9,6,0,6,0.0,8,0.75,0,0.75,8.1,7,0,7,0.0,13,0.538,0,0.538,9.5
1629021,Moritz Wagner,1610612753,ORL,26,15,11,360.0,25,14,11,0.56,86,0.291,3,0.301,6.7,73,11,60,0.151,129,0.566,17,0.652,4.8,98,25,71,0.255,203,0.483,20,0.536,5.3
1630541,Moses Moody,1610612744,GSW,57,28,29,1464.0,50,24,26,0.48,121,0.413,8,0.442,8.6,147,34,113,0.231,270,0.544,28,0.607,7.7,197,58,139,0.294,380,0.518,36,0.573,7.9
1631243,Mouhamed Gueye,1610612737,ATL,58,34,24,946.0,79,56,23,0.709,184,0.429,4,0.439,6.3,153,48,105,0.314,267,0.573,25,0.632,4.9,232,104,128,0.448,434,0.535,29,0.573,5.4
1630619,Moussa Cisse,1610612742,DAL,30,10,20,412.0,67,44,23,0.657,158,0.424,6,0.441,3.9,99,27,72,0.273,196,0.505,23,0.572,4.8,166,71,95,0.428,346,0.48,29,0.524,4.4
1631217,Moussa Diabaté,1610612766,CHA,62,33,29,1603.0,230,169,61,0.735,670,0.343,27,0.358,4.3,307,84,223,0.274,592,0.519,96,0.619,4.6,537,253,284,0.471,1244,0.432,123,0.479,4.5
1626167,Myles Turner,1610612749,MIL,63,26,37,1726.0,69,42,26,0.609,159,0.434,5,0.448,6.1,275,99,176,0.36,588,0.468,86,0.548,5.2,344,141,202,0.41,734,0.469,91,0.535,5.3
1642066,Myron Gardner,1610612748,MIA,30,19,11,329.0,36,20,16,0.556,93,0.387,1,0.391,7.0,76,13,62,0.171,111,0.685,10,0.752,4.9,112,33,78,0.295,199,0.563,11,0.596,5.5
1642368,N'Faly Dante,1610612737,ATL,2,1,1,12.0,3,3,0,1.0,5,0.6,0,0.6,6.9,4,1,3,0.25,5,0.8,0,0.8,5.1,7,4,3,0.571,9,0.778,0,0.778,5.9
1641772,Nae'Qwan Tomlin,1610612739,CLE,45,27,18,784.0,69,49,20,0.71,155,0.445,9,0.473,6.3,80,17,63,0.213,152,0.526,18,0.597,7.6,149,66,83,0.443,300,0.497,27,0.546,7.0
1630230,Naji Marshall,1610612742,DAL,66,23,43,1952.0,62,33,29,0.532,144,0.431,3,0.44,9.2,259,47,211,0.181,422,0.614,41,0.68,6.7,321,80,240,0.249,561,0.572,44,0.621,7.2
1631466,Nate Williams,1610612744,GSW,5,1,4,64.0,8,3,5,0.375,15,0.533,1,0.571,11.0,2,0,2,0.0,3,0.667,1,1.0,8.2,10,3,7,0.3,18,0.556,2,0.625,10.5
1629675,Naz Reid,1610612750,MIN,66,41,25,1744.0,77,46,31,0.597,180,0.428,4,0.438,6.6,338,112,226,0.331,540,0.626,54,0.695,4.9,415,158,257,0.381,686,0.605,58,0.661,5.2
1629674,Neemias Queta,1610612738,BOS,65,43,22,1637.0,193,138,55,0.715,428,0.451,11,0.463,4.9,345,139,206,0.403,646,0.534,91,0.622,4.0,538,277,261,0.515,1065,0.505,102,0.559,4.3
1629651,Nic Claxton,1610612751,BKN,62,16,46,1764.0,156,104,52,0.667,370,0.422,7,0.43,6.0,284,84,200,0.296,479,0.593,39,0.645,4.7,440,188,252,0.427,819,0.537,46,0.569,5.2
1630208,Nick Richards,1610612741,CHI,41,17,24,641.0,76,58,16,0.763,201,0.378,4,0.386,4.0,154,47,100,0.305,263,0.586,22,0.639,4.3,230,105,116,0.457,449,0.512,26,0.544,4.2
1641733,Nick Smith Jr.,1610612747,LAL,11,5,6,219.0,2,0,2,0.0,7,0.286,1,0.333,18.3,18,2,16,0.111,31,0.581,1,0.6,7.0,20,2,18,0.1,38,0.526,2,0.556,8.2
1629638,Nickeil Alexander-Walker,1610612737,ATL,63,33,30,2101.0,42,15,27,0.357,141,0.298,7,0.313,12.1,186,38,148,0.204,327,0.569,29,0.624,8.8,228,53,175,0.232,458,0.498,36,0.54,9.4
201587,Nicolas Batum,1610612746,LAC,57,28,29,1096.0,21,6,15,0.286,45,0.467,0,0.467,14.4,139,31,108,0.223,223,0.623,18,0.678,6.3,160,37,123,0.231,255,0.627,18,0.675,7.4
1628502,Nigel Hayes-Davis,1610612756,PHX,18,10,8,152.0,12,5,7,0.417,25,0.48,2,0.522,11.1,21,2,19,0.095,29,0.724,0,0.724,8.1,33,7,26,0.212,53,0.623,2,0.647,9.2
203999,Nikola Jokić,1610612743,DEN,54,32,22,1875.0,159,115,42,0.723,319,0.498,3,0.503,5.0,524,203,317,0.387,787,0.666,79,0.74,4.4,683,318,359,0.466,1084,0.63,82,0.682,4.6
1631107,Nikola Jović,1610612748,MIA,40,21,19,777.0,25,15,10,0.6,60,0.417,1,0.424,8.0,127,41,86,0.323,237,0.536,31,0.617,6.5,152,56,96,0.368,290,0.524,32,0.589,6.7
1642260,Nikola Topić,1610612760,OKC,4,2,2,47.0,2,1,1,0.5,5,0.4,1,0.5,8.4,6,1,5,0.167,9,0.667,0,0.667,6.0,8,2,6,0.25,14,0.571,1,0.615,6.6
202696,Nikola Vučević,1610612738,BOS,59,31,28,1738.0,120,75,45,0.625,253,0.474,8,0.49,5.9,397,133,264,0.335,621,0.639,54,0.7,4.9,517,208,309,0.402,856,0.604,62,0.651,5.1
1642363,Nique Clifford,1610612758,SAC,60,17,43,1487.0,59,25,34,0.424,130,0.454,5,0.472,9.2,177,30,147,0.169,315,0.562,32,0.625,7.1,236,55,181,0.233,427,0.553,37,0.605,7.6
1641730,Noah Clowney,1610612751,BKN,62,16,46,1695.0,52,25,27,0.481,125,0.416,5,0.433,10.6,204,53,151,0.26,374,0.545,37,0.605,5.4,256,78,178,0.305,483,0.53,42,0.58,6.5
1642869,Noah Penda,1610612753,ORL,46,24,22,676.0,66,37,29,0.561,126,0.524,3,0.537,7.4,111,30,80,0.27,182,0.61,13,0.657,5.4,177,67,109,0.379,289,0.612,16,0.648,6.2
1642849,Nolan Traore,1610612751,BKN,40,11,29,941.0,13,5,8,0.385,47,0.277,3,0.295,8.2,61,17,44,0.279,132,0.462,13,0.513,10.6,74,22,52,0.297,175,0.423,16,0.465,10.1
1641807,Norchad Omier,1610612746,LAC,2,2,0,8.0,2,1,1,0.5,5,0.4,0,0.4,6.1,2,0,2,0.0,2,1.0,0,1.0,2.8,4,1,3,0.25,7,0.571,0,0.571,4.5
1626181,Norman Powell,1610612748,MIA,50,26,24,1506.0,20,5,15,0.25,65,0.308,1,0.313,14.6,167,52,115,0.311,280,0.596,29,0.665,8.4,187,57,130,0.305,342,0.547,30,0.599,9.1
1628384,OG Anunoby,1610612752,NYK,54,36,18,1797.0,78,42,36,0.538,177,0.441,10,0.467,8.7,220,73,147,0.332,370,0.595,37,0.661,6.5,298,115,183,0.386,519,0.574,47,0.631,7.1
1630167,Obi Toppin,1610612754,IND,12,0,12,198.0,6,4,2,0.667,19,0.316,0,0.316,2.7,45,12,33,0.267,60,0.75,3,0.789,4.7,51,16,35,0.314,74,0.689,3,0.718,4.5
1630534,Ochai Agbaji,1610612751,BKN,46,21,25,801.0,41,22,19,0.537,96,0.427,4,0.446,9.3,84,26,58,0.31,153,0.549,17,0.618,7.6,125,48,77,0.384,240,0.521,21,0.571,8.2
1641765,Olivier-Maxence Prosper,1610612763,MEM,40,14,26,763.0,45,33,12,0.733,125,0.36,5,0.375,5.6,99,26,73,0.263,199,0.497,32,0.593,5.9,144,59,85,0.41,307,0.469,37,0.533,5.8
1630209,Omer Yurtseven,1610612744,GSW,2,0,2,18.0,3,2,1,0.667,6,0.5,1,0.6,3.2,3,0,3,0.0,8,0.375,0,0.375,5.7,6,2,4,0.333,14,0.429,1,0.462,4.4
1630168,Onyeka Okongwu,1610612737,ATL,63,34,29,1976.0,116,74,42,0.638,261,0.444,8,0.458,6.2,376,120,256,0.319,621,0.605,64,0.675,4.7,492,194,298,0.394,872,0.564,72,0.615,5.1
1631115,Orlando Robinson,1610612753,ORL,2,0,2,16.0,2,1,1,0.5,5,0.4,0,0.4,2.8,2,0,2,0.0,3,0.667,0,0.667,2.8,4,1,3,0.25,6,0.667,0,0.667,2.8
1631131,Oscar Tshiebwe,1610612762,UTA,15,2,13,201.0,30,22,8,0.733,88,0.341,2,0.349,4.4,38,16,22,0.421,72,0.528,8,0.594,4.1,68,38,30,0.559,152,0.447,10,0.479,4.2
1642345,Oso Ighodaro,1610612756,PHX,67,37,30,1479.0,115,70,41,0.609,244,0.471,6,0.483,7.4,227,70,151,0.308,408,0.556,44,0.624,5.8,342,140,192,0.409,644,0.531,50,0.576,6.3
1631172,Ousmane Dieng,1610612749,MIL,35,22,13,623.0,18,13,5,0.722,34,0.529,2,0.563,9.3,89,22,67,0.247,147,0.605,11,0.654,6.4,107,35,72,0.327,181,0.591,13,0.637,6.9
1629023,P.J. Washington,1610612742,DAL,50,14,36,1567.0,77,40,37,0.519,177,0.435,6,0.45,8.3,282,61,218,0.216,448,0.629,35,0.683,6.0,359,101,255,0.281,590,0.608,41,0.654,6.5
1641790,PJ Hall,1610612766,CHA,16,5,11,211.0,33,24,9,0.727,73,0.452,3,0.471,3.9,42,14,28,0.333,76,0.553,5,0.592,4.9,75,38,37,0.507,147,0.51,8,0.54,4.5
1642359,Pacôme Dadiet,1610612752,NYK,15,11,4,68.0,3,2,1,0.667,7,0.429,0,0.429,6.8,17,1,16,0.059,26,0.654,3,0.739,6.9,20,3,17,0.15,33,0.606,3,0.667,6.8
1631094,Paolo Banchero,1610612753,ORL,59,31,28,2057.0,68,36,31,0.529,202,0.337,7,0.349,8.7,435,87,346,0.2,635,0.685,48,0.741,5.1,503,123,377,0.245,786,0.64,55,0.688,5.6
1627783,Pascal Siakam,1610612754,IND,55,14,41,1844.0,82,48,34,0.585,187,0.439,5,0.451,8.6,285,56,229,0.196,440,0.648,44,0.72,6.8,367,104,263,0.283,607,0.605,49,0.658,7.2
1626192,Pat Connaughton,1610612766,CHA,24,13,11,221.0,12,6,6,0.5,28,0.429,2,0.462,10.9,39,15,24,0.385,68,0.574,4,0.609,4.1,51,21,30,0.412,96,0.531,6,0.567,5.7
1630311,Pat Spencer,1610612744,GSW,42,17,25,832.0,38,15,23,0.395,83,0.458,2,0.469,10.0,79,15,64,0.19,150,0.527,16,0.59,6.8,117,30,87,0.256,231,0.506,18,0.549,7.9
1631116,Patrick Baldwin Jr.,1610612758,SAC,6,2,4,53.0,6,2,4,0.333,10,0.6,0,0.6,5.4,7,2,5,0.286,13,0.538,2,0.636,7.1,13,4,9,0.308,22,0.591,2,0.65,6.3
1630172,Patrick Williams,1610612741,CHI,54,17,37,1124.0,43,22,21,0.512,112,0.384,5,0.402,8.6,128,41,87,0.32,207,0.618,16,0.67,6.5,171,63,108,0.368,308,0.555,21,0.596,7.1
202331,Paul George,1610612755,PHI,27,16,11,824.0,14,8,6,0.571,48,0.292,1,0.298,7.7,125,22,104,0.176,232,0.539,25,0.604,6.2,139,30,110,0.216,262,0.531,26,0.589,6.4
1630194,Paul Reed,1610612765,DET,45,33,12,648.0,103,76,26,0.738,186,0.554,6,0.572,4.8,122,45,77,0.369,232,0.526,30,0.604,4.6,225,121,103,0.538,408,0.551,36,0.605,4.7
1630202,Payton Pritchard,1610612738,BOS,65,43,22,2125.0,57,13,44,0.228,160,0.356,9,0.377,12.7,214,30,184,0.14,386,0.554,46,0.629,9.1,271,43,228,0.159,544,0.498,55,0.554,9.9
1642362,Payton Sandfort,1610612760,OKC,1,1,0,5.0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,0.0,2,0.5,0,0.5,6.5,1,0,1,0.0,2,0.5,0,0.5,6.5
1641796,Pelle Larsson,1610612748,MIA,55,33,22,1457.0,52,26,26,0.5,150,0.347,5,0.359,7.6,146,33,112,0.226,236,0.619,22,0.682,8.9,198,59,138,0.298,379,0.522,27,0.563,8.5
1631250,Pete Nance,1610612749,MIL,24,8,16,370.0,16,5,11,0.313,47,0.34,0,0.34,6.6,59,13,46,0.22,95,0.621,7,0.67,6.2,75,18,57,0.24,134,0.56,7,0.591,6.3
1631212,Peyton Watson,1610612743,DEN,48,30,18,1496.0,45,18,27,0.4,118,0.381,9,0.413,8.3,195,43,152,0.221,331,0.589,37,0.663,6.0,240,61,179,0.254,429,0.559,46,0.627,6.4
1630173,Precious Achiuwa,1610612758,SAC,61,16,45,1413.0,134,96,38,0.716,301,0.445,15,0.469,6.5,259,85,174,0.328,442,0.586,49,0.659,5.0,393,181,212,0.461,723,0.544,64,0.596,5.5
1629656,Quentin Grimes,1610612755,PHI,61,34,27,1826.0,41,12,29,0.293,102,0.402,2,0.41,14.2,189,44,145,0.233,337,0.561,39,0.634,7.2,230,56,174,0.243,434,0.53,41,0.585,8.5
1631245,Quenton Jackson,1610612754,IND,29,5,24,568.0,21,6,15,0.286,55,0.382,2,0.396,13.8,62,9,53,0.145,112,0.554,14,0.633,8.7,83,15,68,0.181,166,0.5,16,0.553,10.0
1642366,Quinten Post,1610612744,GSW,58,26,32,1081.0,63,32,30,0.508,142,0.444,5,0.46,6.9,195,57,138,0.292,385,0.506,52,0.586,5.4,258,89,168,0.345,514,0.502,57,0.565,5.8
1629628,RJ Barrett,1610612761,TOR,43,27,16,1298.0,41,20,21,0.488,118,0.347,0,0.347,8.8,192,40,152,0.208,302,0.636,24,0.691,6.7,233,60,173,0.258,396,0.588,24,0.626,7.1
1642853,Rasheer Fleming,1610612756,PHX,31,18,13,382.0,42,28,14,0.667,77,0.545,4,0.575,6.8,43,12,31,0.279,86,0.5,8,0.551,8.0,85,40,45,0.471,159,0.535,12,0.578,7.4
1642484,RayJ Dennis,1610612737,ATL,10,1,9,143.0,8,2,6,0.25,16,0.5,1,0.533,12.1,15,1,14,0.067,27,0.556,6,0.714,9.3,23,3,20,0.13,43,0.535,7,0.639,10.3
1641712,Rayan Rupert,1610612763,MEM,45,22,23,774.0,35,18,17,0.514,83,0.422,4,0.443,9.3,106,19,87,0.179,183,0.579,21,0.654,6.9,141,37,104,0.262,259,0.544,25,0.603,7.5
1642263,Reed Sheppard,1610612745,HOU,58,37,21,1511.0,22,4,18,0.182,60,0.367,5,0.4,21.6,164,33,130,0.201,285,0.575,21,0.621,8.1,186,37,148,0.199,340,0.547,26,0.592,9.7
1642434,Riley Minix,1610612739,CLE,3,2,1,13.0,2,1,1,0.5,3,0.667,0,0.667,2.4,3,0,3,0.0,4,0.75,0,0.75,6.0,5,1,4,0.2,7,0.714,0,0.714,4.5
1642265,Rob Dillingham,1610612741,CHI,38,16,22,545.0,15,3,12,0.2,38,0.395,3,0.429,13.4,77,9,68,0.117,116,0.664,8,0.713,8.3,92,12,80,0.13,154,0.597,11,0.643,9.2
1629057,Robert Williams III,1610612757,POR,48,23,25,816.0,113,71,41,0.628,190,0.595,5,0.611,5.6,219,94,125,0.429,322,0.68,27,0.742,4.9,332,165,166,0.497,485,0.685,32,0.733,5.2
1642911,Rocco Zikarsky,1610612750,MIN,3,0,3,12.0,2,2,0,1.0,4,0.5,0,0.5,10.9,3,2,1,0.667,7,0.429,1,0.5,4.5,5,4,1,0.8,11,0.455,1,0.5,7.0
1631199,Ron Harper Jr.,1610612738,BOS,13,8,5,211.0,14,9,5,0.643,24,0.583,0,0.583,11.0,22,4,18,0.182,35,0.629,5,0.733,6.6,36,13,23,0.361,57,0.632,5,0.692,8.3
1641842,Ronald Holland II,1610612765,DET,61,45,16,1255.0,73,31,42,0.425,167,0.437,2,0.442,9.5,202,44,158,0.218,316,0.639,23,0.689,6.5,275,75,200,0.273,457,0.602,25,0.637,7.3
1626220,Royce O'Neale,1610612756,PHX,68,39,29,1989.0,50,10,40,0.2,141,0.355,6,0.37,11.8,280,70,208,0.25,448,0.625,41,0.688,6.4,330,80,248,0.242,564,0.585,47,0.638,7.2
203497,Rudy Gobert,1610612750,MIN,66,41,25,2072.0,256,149,105,0.582,532,0.481,12,0.492,5.3,494,148,345,0.3,819,0.603,87,0.675,4.4,750,297,450,0.396,1309,0.573,99,0.62,4.7
1629060,Rui Hachimura,1610612747,LAL,56,39,17,1621.0,35,12,23,0.343,79,0.443,2,0.455,11.4,153,35,117,0.229,271,0.565,21,0.612,7.6,188,47,140,0.25,340,0.553,23,0.593,8.3
201566,Russell Westbrook,1610612758,SAC,60,16,44,1768.0,80,41,38,0.513,176,0.455,3,0.462,8.3,265,53,211,0.2,385,0.688,25,0.736,6.7,345,94,249,0.272,533,0.647,28,0.683,7.0
1642346,Ryan Dunn,1610612756,PHX,60,34,26,1177.0,86,36,46,0.419,189,0.455,7,0.473,8.8,165,40,118,0.242,279,0.591,27,0.655,4.8,251,76,164,0.303,442,0.568,34,0.615,6.2
1641750,Ryan Kalkbrenner,1610612766,CHA,56,31,25,1240.0,145,110,35,0.759,337,0.43,12,0.446,4.4,184,85,99,0.462,392,0.469,60,0.554,5.5,329,195,134,0.593,716,0.459,72,0.511,5.0
1642948,Ryan Nembhard,1610612742,DAL,39,15,24,803.0,9,3,6,0.333,30,0.3,0,0.3,14.9,84,11,73,0.131,150,0.56,15,0.622,10.0,93,14,79,0.151,176,0.528,15,0.578,10.5
1631157,Ryan Rollins,1610612749,MIL,66,26,40,2130.0,51,12,39,0.235,134,0.381,4,0.392,12.8,255,55,200,0.216,454,0.562,39,0.614,7.3,306,67,239,0.219,577,0.53,43,0.573,8.3
1630180,Saddiq Bey,1610612740,NOP,64,24,40,1987.0,108,53,55,0.491,220,0.491,6,0.505,8.2,259,54,205,0.208,409,0.633,33,0.689,7.4,367,107,260,0.292,617,0.595,39,0.635,7.6
1630573,Sam Hauser,1610612738,BOS,64,44,20,1600.0,49,13,36,0.265,111,0.441,2,0.45,11.8,207,32,175,0.155,350,0.591,28,0.643,6.9,256,45,211,0.176,441,0.58,30,0.623,7.9
1630241,Sam Merrill,1610612739,CLE,40,26,14,1045.0,26,7,18,0.269,51,0.51,1,0.52,13.8,80,18,62,0.225,186,0.43,21,0.485,8.2,106,25,80,0.236,235,0.451,22,0.498,9.5
1630572,Sandro Mamukelashvili,1610612761,TOR,64,37,27,1405.0,90,55,35,0.611,207,0.435,7,0.45,7.6,230,60,170,0.261,428,0.537,51,0.61,5.9,320,115,205,0.359,620,0.516,58,0.569,6.4
1630583,Santi Aldama,1610612763,MEM,43,19,24,1198.0,67,44,22,0.657,155,0.432,4,0.444,6.7,220,44,176,0.2,355,0.62,41,0.701,5.7,287,88,198,0.307,481,0.597,45,0.658,5.9
1630703,Scoot Henderson,1610612757,POR,18,10,8,420.0,11,8,3,0.727,31,0.355,2,0.379,7.8,39,9,30,0.231,80,0.488,10,0.557,8.5,50,17,33,0.34,109,0.459,12,0.515,8.3
1630567,Scottie Barnes,1610612761,TOR,65,38,27,2218.0,134,75,59,0.56,301,0.445,8,0.457,6.4,382,105,277,0.275,598,0.639,50,0.697,6.0,516,180,336,0.349,854,0.604,58,0.648,6.1
1630590,Scotty Pippen Jr.,1610612763,MEM,8,2,6,174.0,8,2,6,0.25,16,0.5,1,0.533,10.1,14,1,13,0.071,23,0.609,3,0.7,8.2,22,3,19,0.136,39,0.564,4,0.629,8.9
1642951,Sean Pedulla,1610612746,LAC,1,1,0,6.0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,0.0,1,1.0,0,1.0,4.0,1,0,1,0.0,1,1.0,0,1.0,4.0
