PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_PTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
1641750,Ryan Kalkbrenner,1610612766,CHA,57,31,26,1252.0,990,739,44,6,11,92,127,61,0.044,0.062
1642948,Ryan Nembhard,1610612742,DAL,49,18,31,908.0,1562,1723,238,17,23,367,588,278,0.152,0.178
1631157,Ryan Rollins,1610612749,MIL,67,26,41,2158.0,3421,3818,374,34,61,689,990,469,0.109,0.137
1630180,Saddiq Bey,1610612740,NOP,64,24,40,1987.0,1660,1934,165,7,15,262,425,187,0.099,0.113
1630573,Sam Hauser,1610612738,BOS,66,45,21,1625.0,1819,1358,97,3,9,151,253,109,0.053,0.06
1630241,Sam Merrill,1610612739,CLE,44,30,14,1145.0,1287,1351,101,19,12,180,262,132,0.078,0.103
1630572,Sandro Mamukelashvili,1610612761,TOR,66,37,29,1446.0,1673,1484,124,9,10,230,321,143,0.074,0.085
1630583,Santi Aldama,1610612763,MEM,43,19,24,1198.0,1700,1460,126,9,20,222,329,155,0.074,0.091
1630703,Scoot Henderson,1610612757,POR,18,10,8,420.0,702,860,73,11,14,160,200,98,0.104,0.14
1630567,Scottie Barnes,1610612761,TOR,66,38,28,2255.0,3287,2952,351,37,30,622,884,417,0.107,0.127
1630590,Scotty Pippen Jr.,1610612763,MEM,10,2,8,212.0,343,398,47,1,4,83,118,52,0.137,0.152
1642951,Sean Pedulla,1610612746,LAC,2,1,1,11.0,17,24,3,0,0,4,6,3,0.176,0.176
203552,Seth Curry,1610612744,GSW,4,0,4,51.0,43,49,7,0,0,9,15,7,0.163,0.163
1631101,Shaedon Sharpe,1610612757,POR,48,22,26,1439.0,1509,2035,126,14,25,270,354,165,0.083,0.109
1628983,Shai Gilgeous-Alexander,1610612760,OKC,58,47,11,1943.0,2267,3348,383,27,48,759,1020,459,0.169,0.202
1630536,Sharife Cooper,1610612764,WAS,28,5,23,436.0,693,703,67,4,5,117,178,76,0.097,0.11
1631321,Sidy Cissoko,1610612757,POR,63,31,32,1306.0,1188,1059,95,7,8,179,253,110,0.08,0.093
1631323,Simone Fontecchio,1610612748,MIA,62,33,29,1055.0,1044,1060,90,7,21,141,236,118,0.086,0.113
1642883,Sion James,1610612766,CHA,70,36,34,1609.0,1933,1537,138,13,12,253,395,163,0.071,0.084
1627746,Skal Labissiere,1610612764,WAS,3,2,1,38.0,55,42,3,1,0,7,10,4,0.055,0.073
1642461,Spencer Jones,1610612743,DEN,58,35,23,1326.0,688,541,46,4,7,90,125,57,0.067,0.083
1630649,Stanley Umude,1610612759,SAS,2,2,0,7.0,6,6,1,0,0,0,2,1,0.167,0.167
201939,Stephen Curry,1610612744,GSW,39,23,16,1222.0,1540,2232,189,20,53,349,478,262,0.123,0.17
1642264,Stephon Castle,1610612759,SAS,59,44,15,1759.0,2847,3049,420,35,42,732,1127,497,0.148,0.175
203500,Steven Adams,1610612745,HOU,32,21,11,730.0,678,435,48,3,9,69,110,58,0.071,0.086
1629004,Svi Mykhailiuk,1610612762,UTA,48,14,34,1123.0,978,958,91,10,12,179,239,112,0.093,0.115
204456,T.J. McConnell,1610612754,IND,51,13,38,880.0,1961,2123,258,25,27,468,702,310,0.132,0.158
1643007,Taelon Peter,1610612754,IND,31,4,27,348.0,438,416,32,1,9,53,83,42,0.073,0.096
201959,Taj Gibson,1610612763,MEM,3,1,2,29.0,21,19,1,0,0,4,2,1,0.048,0.048
1631106,Tari Eason,1610612745,HOU,46,27,19,1217.0,1272,1000,75,8,10,132,194,92,0.059,0.072
1627752,Taurean Prince,1610612749,MIL,14,6,8,275.0,237,211,13,2,3,29,35,18,0.055,0.076
1641707,Taylor Hendricks,1610612763,MEM,50,12,38,903.0,630,556,47,0,3,68,118,50,0.075,0.079
1629611,Terance Mann,1610612751,BKN,58,14,44,1413.0,1886,1750,181,9,14,336,475,204,0.096,0.108
1630545,Terrence Shannon Jr.,1610612750,MIN,31,18,13,363.0,279,332,20,0,3,51,52,24,0.072,0.086
203648,Thanasis Antetokounmpo,1610612749,MIL,28,8,20,94.0,94,85,5,1,0,22,16,6,0.053,0.064
1628418,Thomas Bryant,1610612739,CLE,52,31,21,590.0,682,590,29,4,3,48,80,36,0.043,0.053
1642275,Tidjane Salaün,1610612766,CHA,36,18,18,571.0,609,404,27,5,2,66,81,35,0.044,0.057
203501,Tim Hardaway Jr.,1610612743,DEN,69,41,28,1867.0,1382,1514,95,7,15,151,238,117,0.069,0.085
202699,Tobias Harris,1610612765,DET,52,36,16,1464.0,1526,1432,120,15,18,217,315,153,0.079,0.1
1642449,Tolu Smith,1610612765,DET,8,6,2,91.0,97,74,6,0,0,13,17,6,0.062,0.062
1628396,Tony Bradley,1610612754,IND,38,9,29,416.0,308,241,20,2,2,34,54,24,0.065,0.078
1641787,Tosan Evbuomwan,1610612766,CHA,5,4,1,8.0,7,5,0,1,0,3,2,1,0.0,0.143
1641739,Toumani Camara,1610612757,POR,70,34,36,2334.0,2961,2356,179,16,25,347,484,220,0.06,0.074
1629027,Trae Young,1610612764,WAS,15,2,13,384.0,646,797,120,14,12,222,319,146,0.186,0.226
1631218,Trayce Jackson-Davis,1610612761,TOR,45,24,21,454.0,574,464,36,3,3,79,98,42,0.063,0.073
1642848,Tre Johnson,1610612764,WAS,56,12,44,1348.0,1072,1361,112,10,11,205,283,131,0.104,0.122
1630200,Tre Jones,1610612741,CHI,53,24,29,1431.0,2472,2601,286,16,38,575,742,340,0.116,0.138
1630544,Tre Mann,1610612766,CHA,45,24,21,634.0,950,1020,84,8,11,172,228,103,0.088,0.108
1630570,Trendon Watford,1610612755,PHI,46,22,24,778.0,1465,1166,118,12,9,207,305,139,0.081,0.095
1642280,Trentyn Flowers,1610612741,CHI,2,0,2,6.0,4,6,1,0,0,1,2,1,0.25,0.25
1631211,Trevor Keels,1610612748,MIA,4,4,0,5.0,7,9,0,0,0,0,0,0,0.0,0.0
1641725,Trey Alexander,1610612740,NOP,5,1,4,42.0,39,30,5,0,0,4,13,5,0.128,0.128
1641998,Trey Jemison III,1610612752,NYK,11,9,2,61.0,42,33,3,0,0,6,6,3,0.071,0.071
1630530,Trey Murphy III,1610612740,NOP,62,21,41,2196.0,2518,2738,242,20,33,444,601,294,0.096,0.117
1642400,Tristan Enaruna,1610612739,CLE,6,6,0,34.0,30,34,3,0,0,5,8,3,0.1,0.1
1641774,Tristan Vukcevic,1610612764,WAS,44,8,36,589.0,622,705,51,8,4,69,130,63,0.082,0.101
1641783,Tristan da Silva,1610612753,ORL,64,36,28,1559.0,1277,1210,94,8,10,143,228,109,0.074,0.085
1629660,Ty Jerome,1610612763,MEM,13,3,10,290.0,425,571,74,6,6,101,187,86,0.174,0.202
1631102,TyTy Washington Jr.,1610612746,LAC,9,5,4,52.0,77,78,11,4,1,18,32,16,0.143,0.208
1631174,Tyler Burton,1610612763,MEM,4,1,3,91.0,76,69,2,0,2,6,6,4,0.026,0.053
1629639,Tyler Herro,1610612748,MIA,23,11,12,707.0,878,1017,89,9,10,140,228,108,0.101,0.123
1642278,Tyler Kolek,1610612752,NYK,56,35,21,683.0,1362,1321,159,13,17,298,413,189,0.117,0.139
1641890,Tyler Smith,1610612742,DAL,2,0,2,11.0,11,13,0,0,0,1,0,0,0.0,0.0
1631213,Tyrese Martin,1610612755,PHI,44,11,33,771.0,1145,1087,78,3,10,166,200,91,0.068,0.079
1630178,Tyrese Maxey,1610612755,PHI,61,33,28,2334.0,4094,4840,407,44,65,750,1074,516,0.099,0.126
1642878,Tyrese Proctor,1610612739,CLE,42,28,14,436.0,549,666,55,7,16,119,146,78,0.1,0.142
1630623,Tyson Etienne,1610612751,BKN,14,2,12,135.0,145,177,10,1,2,24,30,13,0.069,0.09
1626145,Tyus Jones,1610612743,DEN,61,31,30,925.0,1742,1631,151,19,21,254,396,190,0.087,0.109
1642845,VJ Edgecombe,1610612755,PHI,62,35,27,2159.0,3199,3212,241,20,32,399,618,293,0.075,0.092
1641705,Victor Wembanyama,1610612759,SAS,55,42,13,1615.0,1833,2006,160,10,34,301,416,204,0.087,0.111
1631246,Vince Williams Jr.,1610612762,UTA,40,16,24,819.0,1521,1564,166,14,25,282,438,205,0.109,0.135
1642884,Vladislav Goldin,1610612748,MIA,5,3,2,14.0,10,7,2,0,0,2,5,2,0.2,0.2
1630249,Vít Krejčí,1610612757,POR,64,31,33,1387.0,1420,1393,100,4,16,196,254,120,0.07,0.085
1631117,Walker Kessler,1610612762,UTA,5,2,3,154.0,203,165,15,4,2,29,45,21,0.074,0.103
1642383,Walter Clayton Jr.,1610612763,MEM,58,16,42,1135.0,1934,1963,226,26,22,393,584,274,0.117,0.142
1628976,Wendell Carter Jr.,1610612753,ORL,65,36,29,1925.0,1802,1639,137,3,15,194,342,154,0.076,0.085
1631111,Wendell Moore Jr.,1610612765,DET,5,4,1,54.0,47,34,3,0,0,5,9,3,0.064,0.064
1642954,Will Richard,1610612744,GSW,59,31,28,1190.0,1073,1066,84,12,12,158,236,108,0.078,0.101
1642860,Will Riley,1610612764,WAS,61,15,46,1227.0,1247,1262,100,8,17,190,264,126,0.08,0.101
1630214,Xavier Tillman,1610612766,CHA,24,17,7,148.0,151,120,8,1,1,21,22,10,0.053,0.066
1642905,Yang Hansen,1610612757,POR,39,20,19,277.0,216,241,22,0,1,27,54,23,0.102,0.106
1642949,Yanic Konan Niederhäuser,1610612746,LAC,41,22,19,424.0,313,251,12,0,5,18,29,17,0.038,0.054
1642530,Yuki Kawamura,1610612741,CHI,11,4,7,121.0,210,211,32,2,4,46,78,38,0.152,0.181
1642274,Yves Missi,1610612740,NOP,58,19,39,1110.0,1009,742,71,2,8,103,183,81,0.07,0.08
1642258,Zaccharie Risacher,1610612737,ATL,55,31,24,1301.0,929,944,69,8,9,117,183,86,0.074,0.093
1628380,Zach Collins,1610612741,CHI,10,6,4,184.0,216,199,15,2,1,24,40,18,0.069,0.083
1641744,Zach Edey,1610612763,MEM,11,7,4,284.0,257,223,12,0,1,21,31,13,0.047,0.051
203897,Zach LaVine,1610612758,SAC,39,9,30,1224.0,1258,1475,89,5,11,189,221,105,0.071,0.083
1630192,Zeke Nnaji,1610612743,DEN,47,33,14,575.0,486,416,24,3,3,35,68,30,0.049,0.062
1630533,Ziaire Williams,1610612751,BKN,49,13,36,1116.0,776,854,48,8,11,101,128,67,0.062,0.086
1629627,Zion Williamson,1610612740,NOP,54,22,32,1602.0,1596,1921,176,13,19,339,477,208,0.11,0.13
1642389,Zyon Pullin,1610612750,MIN,1,1,0,5.0,10,10,3,0,0,2,8,3,0.3,0.3
