player_id,player_name,team_abbr,team_name
1630567,Scottie Barnes,TOR,Toronto Raptors
1631218,Trayce Jackson-Davis,TOR,Toronto Raptors
1642846,Ace Bailey,UTA,Utah Jazz
1643158,Andersson Garcia,UTA,Utah Jazz
1643016,Bez Mbeng,UTA,Utah Jazz
1642396,Blake Hinson,UTA,Utah Jazz
1641729,Brice Sensabaugh,UTA,Utah Jazz
1642262,Cody Williams,UTA,Utah Jazz
1641989,Elijah Harkless,UTA,Utah Jazz
1642268,Isaiah Collier,UTA,Utah Jazz
1628991,Jaren Jackson Jr.,UTA,Utah Jazz
1629723,John Konchar,UTA,Utah Jazz
203994,Jusuf Nurkić,UTA,Utah Jazz
201567,Kevin Love,UTA,Utah Jazz
1641718,Keyonte George,UTA,Utah Jazz
1642271,Kyle Filipowski,UTA,Utah Jazz
1628374,Lauri Markkanen,UTA,Utah Jazz
1631131,Oscar Tshiebwe,UTA,Utah Jazz
1629004,Svi Mykhailiuk,UTA,Utah Jazz
1631117,Walker Kessler,UTA,Utah Jazz
1642259,Alex Sarr,WAS,Washington Wizards
203076,Anthony Davis,WAS,Washington Wizards
1630264,Anthony Gill,WAS,Washington Wizards
1641731,Bilal Coulibaly,WAS,Washington Wizards
1642267,Bub Carrington,WAS,Washington Wizards
1641715,Cam Whitmore,WAS,Washington Wizards
1626156,D'Angelo Russell,WAS,Washington Wizards
1630702,Jaden Hardy,WAS,Washington Wizards
1642364,Jamir Watkins,WAS,Washington Wizards
1642882,Julian Reese,WAS,Washington Wizards
1630551,Justin Champagnie,WAS,Washington Wizards
1642273,Kyshawn George,WAS,Washington Wizards
1641778,Leaky Black,WAS,Washington Wizards
1630536,Sharife Cooper,WAS,Washington Wizards
1629027,Trae Young,WAS,Washington Wizards
1642848,Tre Johnson,WAS,Washington Wizards
1641774,Tristan Vukcevic,WAS,Washington Wizards
1642860,Will Riley,WAS,Washington Wizards
