player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff
202331,Paul George,LAC,72,1637,1210,636,574,280,1346,50.0,61.39,-11.39,609,612,50.25,573,714,41.54,79,143,90.51,6,17,94.44,27,79,97.53,1,3,75.0,23,20,86.96,0,0,,0,0,,3,3,100.0,0,0,,25,46,92.0
1629632,Coby White,CHI,79,1509,1209,653,556,260,1329,46.65,57.01,-10.37,628,614,48.89,556,627,37.59,85,142,83.53,3,7,77.78,25,69,92.0,0,0,,4,4,100.0,0,0,,0,0,,0,0,,3,2,66.67,25,44,88.0
1630560,Cam Thomas,BKN,65,1445,1171,781,390,319,1317,47.36,55.1,-7.73,755,696,46.09,382,399,34.82,109,183,83.94,9,27,100.0,26,75,96.15,8,29,90.62,12,12,100.0,0,0,,0,0,,1,1,100.0,3,3,100.0,12,20,83.33
1628970,Miles Bridges,CHA,69,1449,1210,760,450,211,1298,47.03,55.61,-8.58,720,724,50.28,450,471,34.89,69,114,82.61,2,6,100.0,40,111,92.5,0,0,,7,6,85.71,0,0,,0,0,,0,0,,0,0,,10,17,85.0
1627759,Jaylen Brown,BOS,67,1515,1185,793,392,273,1298,49.92,58.04,-8.12,753,820,54.45,391,417,35.55,95,135,71.05,6,14,77.78,40,105,87.5,1,4,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,12,20,83.33
1628991,Jaren Jackson Jr.,MEM,63,1384,1104,753,351,392,1276,46.88,54.21,-7.33,705,642,45.53,351,330,31.34,134,213,79.48,3,8,88.89,48,137,95.14,0,0,,1,0,0.0,1,2,100.0,0,0,,0,0,,1,1,100.0,32,51,79.69
1629673,Jordan Poole,WAS,77,1344,1174,618,556,218,1276,43.05,52.92,-9.87,591,552,46.7,555,543,32.61,63,113,89.68,3,8,88.89,27,79,97.53,1,4,100.0,15,13,86.67,1,2,100.0,1,2,100.0,2,1,50.0,0,0,,17,27,79.41
202695,Kawhi Leonard,LAC,67,1582,1136,805,331,277,1259,54.93,62.88,-7.95,764,842,55.1,329,408,41.34,77,135,87.66,0,0,,41,117,95.12,2,8,100.0,12,11,91.67,0,0,,0,0,,0,0,,0,0,,34,61,89.71
1629627,Zion Williamson,NOP,68,1560,1058,1040,18,475,1257,59.79,61.56,-1.77,963,1054,54.72,18,18,33.33,184,267,72.55,0,0,,77,201,87.01,0,0,,0,0,,0,0,,1,2,100.0,0,0,,0,0,,14,18,64.29
1630595,Cade Cunningham,DET,60,1351,1121,802,319,257,1255,47.94,54.74,-6.8,783,746,47.64,319,345,36.05,79,137,86.71,5,14,93.33,19,55,96.49,0,0,,31,24,77.42,0,0,,0,0,,4,4,100.0,0,0,,15,26,86.67
1627734,Domantas Sabonis,SAC,81,1558,1046,961,85,407,1225,60.25,63.59,-3.34,906,1064,58.72,85,99,38.82,151,211,69.87,0,0,,55,148,89.7,0,0,,0,0,,3,5,83.33,0,0,,1,1,100.0,2,2,100.0,22,28,65.12
1628378,Donovan Mitchell,CLE,54,1423,1064,581,483,309,1220,48.67,59.29,-10.63,561,580,51.69,480,528,36.67,92,158,85.87,3,6,66.67,20,59,98.33,3,12,100.0,22,18,81.82,1,0,0.0,1,2,100.0,1,1,100.0,2,2,100.0,34,57,83.82
202681,Kyrie Irving,DAL,57,1461,1112,698,414,204,1210,51.41,60.79,-9.38,674,714,52.97,413,510,41.16,52,95,91.35,5,14,93.33,24,70,97.22,1,4,100.0,20,18,90.0,0,0,,0,0,,0,0,,2,2,100.0,19,34,89.47
1629027,Trae Young,ATL,54,1389,1008,539,469,407,1203,48.03,58.5,-10.48,510,458,44.9,468,522,37.18,92,157,85.33,9,22,81.48,29,83,95.4,1,3,75.0,18,15,83.33,0,0,,0,0,,2,1,50.0,2,2,100.0,72,126,87.5
202691,Klay Thompson,GSW,76,1345,1118,439,679,133,1179,44.13,57.16,-13.03,427,418,48.95,677,774,38.11,35,63,90.0,7,20,95.24,12,35,97.22,2,8,100.0,10,10,100.0,0,0,,0,0,,0,0,,0,0,,9,17,94.44
1628389,Bam Adebayo,MIA,70,1345,1003,962,41,384,1178,55.33,57.38,-2.06,928,944,50.86,41,42,34.15,144,220,76.39,0,0,,34,92,90.2,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,50.0,30,46,76.67
1629012,Collin Sexton,UTA,76,1420,1013,693,320,360,1178,52.46,60.61,-8.15,651,644,49.46,320,384,40.0,115,194,84.35,1,2,66.67,42,119,94.44,0,0,,11,9,81.82,0,0,,1,2,100.0,0,0,,1,1,100.0,36,65,90.28
203992,Bogdan Bogdanović,ATL,79,1333,1100,459,641,164,1176,44.36,56.86,-12.5,447,438,48.99,640,717,37.34,47,90,95.74,8,22,91.67,12,33,91.67,1,3,75.0,9,8,88.89,0,0,,0,0,,0,0,,0,0,,12,22,91.67
1626156,D'Angelo Russell,LAL,76,1369,1080,535,545,192,1173,47.24,58.78,-11.54,518,498,48.07,545,678,41.47,55,92,83.64,4,12,100.0,17,47,92.16,0,0,,13,9,69.23,0,0,,0,0,,0,0,,1,1,100.0,20,32,80.0
1641706,Brandon Miller,CHA,73,1264,1066,582,484,171,1142,45.3,55.38,-10.07,558,532,47.67,483,540,37.27,56,93,83.04,3,8,88.89,24,67,93.06,1,4,100.0,3,2,66.67,2,2,40.0,0,0,,2,1,50.0,2,1,50.0,8,14,87.5
1627742,Brandon Ingram,NOP,63,1313,999,760,239,301,1139,51.73,58.02,-6.29,737,768,52.1,238,255,35.71,96,155,80.73,6,16,88.89,23,66,95.65,1,3,75.0,8,6,75.0,0,0,,0,0,,0,0,,1,1,100.0,29,43,74.14
1630578,Alperen Sengun,HOU,63,1331,982,871,111,352,1138,54.84,58.54,-3.7,832,910,54.69,111,99,29.73,118,164,69.49,1,2,66.67,39,105,89.74,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,36,50,69.44
1630169,Tyrese Haliburton,IND,68,1363,1030,503,527,222,1136,48.52,60.43,-11.91,464,522,56.25,525,567,36.0,54,91,84.26,1,2,66.67,39,110,94.02,2,8,100.0,30,26,86.67,0,0,,0,0,,2,2,100.0,0,0,,19,35,92.11
1629008,Michael Porter Jr.,DEN,81,1356,1079,525,554,110,1123,48.05,60.14,-12.09,509,572,56.19,554,660,39.71,29,50,86.21,7,17,80.95,16,43,89.58,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,7,13,92.86
203468,CJ McCollum,NOP,66,1322,1055,498,557,139,1119,47.11,59.22,-12.11,486,466,47.94,555,711,42.7,49,79,80.61,2,6,100.0,12,33,91.67,2,7,87.5,3,3,100.0,0,0,,0,0,,0,0,,2,2,100.0,8,15,93.75
1631093,Jaden Ivey,DET,76,1170,966,600,366,295,1097,45.12,53.39,-8.26,569,518,45.52,365,366,33.42,116,174,75.0,2,3,50.0,31,87,93.55,1,3,75.0,1,0,0.0,0,0,,0,0,,0,0,,0,0,,12,19,79.17
1631114,Jalen Williams,OKC,71,1355,993,752,241,221,1094,55.35,62.14,-6.79,730,822,56.3,241,309,42.74,83,134,80.72,0,0,,22,63,95.45,0,0,,3,3,100.0,0,0,,0,0,,0,0,,0,0,,15,24,80.0
1626179,Terry Rozier,MIA,61,1205,998,588,410,198,1091,46.24,55.52,-9.28,576,562,48.78,405,432,35.56,51,86,84.31,12,29,80.56,12,35,97.22,5,19,95.0,13,12,92.31,0,0,,0,0,,0,0,,2,2,100.0,15,28,93.33
1627750,Jamal Murray,DEN,59,1250,986,645,341,184,1079,50.06,58.58,-8.52,629,626,49.76,341,435,42.52,44,76,86.36,5,15,100.0,16,46,95.83,0,0,,16,13,81.25,1,1,50.0,0,0,,6,4,66.67,0,0,,21,34,82.93
1631096,Chet Holmgren,OKC,82,1357,953,604,349,275,1075,53.64,63.18,-9.54,573,690,60.21,349,387,36.96,103,166,80.58,2,5,83.33,31,86,92.47,0,0,,1,0,0.0,1,2,100.0,0,0,,1,1,100.0,0,0,,14,20,71.43
1628978,Donte DiVincenzo,NYK,81,1259,1004,299,705,114,1055,44.53,59.72,-15.18,291,308,52.92,705,849,40.14,24,41,85.42,8,18,75.0,8,19,79.17,0,0,,3,2,66.67,0,0,,0,0,,1,0,0.0,0,0,,15,22,73.33
202699,Tobias Harris,PHI,70,1204,951,693,258,213,1049,50.63,57.62,-6.99,667,692,51.87,257,270,35.02,78,136,87.18,2,6,100.0,26,76,97.44,1,4,100.0,5,2,40.0,0,0,,0,0,,2,2,100.0,0,0,,11,16,72.73
203501,Tim Hardaway Jr.,DAL,79,1139,976,379,597,169,1048,41.91,54.22,-12.31,362,328,45.3,593,621,34.91,40,70,87.5,8,20,83.33,17,50,98.04,4,14,87.5,2,2,100.0,3,4,66.67,0,0,,2,1,50.0,0,0,,17,29,85.29
1630559,Austin Reaves,LAL,79,1243,905,496,409,247,1022,50.41,61.31,-10.91,468,526,56.2,408,447,36.52,55,94,85.45,5,14,93.33,28,80,95.24,1,4,100.0,18,16,88.89,0,0,,0,0,,3,3,100.0,0,0,,36,59,81.94
203471,Dennis Schröder,BKN,79,1109,919,555,364,207,1021,46.04,54.9,-8.86,540,496,45.93,364,411,37.64,57,96,84.21,2,5,83.33,15,41,91.11,0,0,,12,8,66.67,3,6,100.0,0,0,,2,1,50.0,0,0,,26,45,86.54
1630567,Scottie Barnes,TOR,58,1154,905,617,288,246,1018,49.23,56.95,-7.71,588,606,51.53,288,297,34.38,77,127,82.47,2,3,50.0,29,78,89.66,0,0,,10,6,60.0,0,0,,1,2,100.0,1,1,100.0,0,0,,22,34,77.27
1631099,Keegan Murray,SAC,76,1148,958,457,501,119,1013,45.27,56.81,-11.54,447,490,54.81,501,540,35.93,41,66,80.49,2,6,100.0,10,28,93.33,0,0,,1,1,100.0,1,2,100.0,0,0,,1,1,100.0,1,0,0.0,8,14,87.5
1628370,Malik Monk,SAC,72,1110,893,470,423,205,1000,45.98,56.45,-10.47,456,468,51.32,423,444,34.99,61,103,84.43,2,6,100.0,14,41,97.62,0,0,,23,19,82.61,1,1,50.0,0,0,,2,2,100.0,0,0,,18,26,72.22
1630228,Jonathan Kuminga,GSW,74,1188,862,697,165,299,993,54.27,59.79,-5.51,659,730,55.39,165,159,32.12,121,180,74.38,1,2,66.67,38,106,92.98,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.0,8,11,68.75
1630193,Immanuel Quickley,TOR,67,1131,882,457,425,230,992,46.75,57.52,-10.76,438,394,44.98,424,501,39.39,81,135,83.33,3,7,77.78,19,56,98.25,1,4,100.0,12,11,91.67,0,0,,0,0,,1,1,100.0,0,0,,13,22,84.62
1628374,Lauri Markkanen,UTA,53,1226,858,433,425,267,991,50.89,62.84,-11.95,419,458,54.65,423,495,39.01,79,142,89.87,4,10,83.33,14,41,97.62,2,7,87.5,14,14,100.0,0,0,,0,0,,0,0,,3,3,100.0,33,56,86.15
203954,Joel Embiid,PHI,36,1247,779,653,126,429,982,59.02,64.43,-5.41,620,656,52.9,126,147,38.89,152,266,87.5,3,8,88.89,33,96,96.97,0,0,,12,10,83.33,1,1,50.0,0,0,,1,1,100.0,0,0,,34,62,91.18
1629628,RJ Barrett,TOR,56,1121,849,606,243,277,973,50.52,57.73,-7.21,576,600,52.08,243,264,36.21,118,167,70.76,1,2,66.67,30,80,88.89,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,4,7,87.5
1626171,Bobby Portis,MIL,82,1130,918,672,246,124,973,51.22,58.09,-6.87,658,704,53.5,246,300,40.65,42,66,78.57,0,0,,14,41,97.62,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,12,18,75.0
202710,Jimmy Butler III,MIA,58,1182,759,623,136,441,971,56.42,62.01,-5.59,580,554,47.76,136,165,40.44,155,267,86.13,0,0,,43,122,94.57,0,0,,24,21,87.5,0,0,,1,2,100.0,1,1,100.0,1,1,100.0,30,49,81.67
203924,Jerami Grant,POR,52,1098,822,554,268,297,960,49.71,57.63,-7.92,531,482,45.39,263,312,39.54,95,151,79.47,9,25,92.59,23,62,89.86,5,20,100.0,15,15,100.0,0,0,,0,0,,1,0,0.0,0,0,,18,31,86.11
1629640,Keldon Johnson,SAS,68,1084,862,495,367,221,958,46.89,56.5,-9.62,468,474,50.64,366,378,34.43,83,126,75.9,2,5,83.33,27,78,96.3,1,4,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,10,18,90.0
1626162,Kelly Oubre Jr.,PHI,67,1017,858,544,314,225,957,45.1,53.13,-8.04,515,506,49.13,314,285,30.25,88,135,76.7,1,2,66.67,29,78,89.66,0,0,,2,1,50.0,0,0,,0,0,,1,0,0.0,0,0,,7,10,71.43
201935,James Harden,LAC,71,1172,809,331,478,334,949,48.23,61.3,-13.07,305,276,45.25,471,531,37.58,72,125,86.81,31,86,92.47,26,76,97.44,7,26,92.86,12,9,75.0,2,6,100.0,0,0,,0,0,,0,0,,23,37,80.43
203944,Julius Randle,NYK,45,1074,814,575,239,289,948,49.72,57.06,-7.34,544,560,51.47,239,225,31.38,100,156,78.0,0,0,,31,87,93.55,0,0,,5,4,80.0,0,0,,0,0,,1,1,100.0,0,0,,28,41,73.21
1628386,Jarrett Allen,CLE,75,1236,799,793,6,301,935,64.88,66.35,-1.47,763,952,62.39,6,0,0.0,106,154,72.64,0,0,,30,82,91.11,0,0,,0,0,,2,3,75.0,0,0,,0,0,,1,1,100.0,27,44,81.48
1629014,Anfernee Simons,POR,46,1039,837,432,405,178,927,46.01,56.76,-10.74,417,378,45.32,404,465,38.37,55,100,90.91,4,9,75.0,15,45,100.0,1,4,100.0,21,20,95.24,0,0,,0,0,,0,0,,0,0,,10,18,90.0
1631095,Jabari Smith Jr.,HOU,76,1044,833,453,380,185,915,46.8,57.09,-10.29,433,440,50.81,380,414,36.32,69,117,84.78,2,5,83.33,20,53,88.33,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,10,14,70.0
1627747,Caris LeVert,CLE,68,952,820,488,332,201,914,43.79,52.4,-8.61,477,452,47.38,330,318,32.12,77,118,76.62,2,4,66.67,11,31,93.94,2,7,87.5,0,0,,0,0,,0,0,,0,0,,1,0,0.0,14,22,78.57
203903,Jordan Clarkson,UTA,55,942,816,507,309,201,911,43.98,52.08,-8.1,491,460,46.84,309,273,29.45,56,100,89.29,9,22,81.48,16,47,97.92,0,0,,13,12,92.31,0,0,,0,0,,0,0,,1,1,100.0,16,27,84.38
1629636,Darius Garland,CLE,56,1008,823,479,344,174,909,46.58,56.03,-9.45,468,460,49.15,341,372,36.36,55,93,84.55,3,6,66.67,11,29,87.88,3,11,91.67,14,12,85.71,0,0,,0,0,,0,0,,1,1,100.0,13,24,92.31
1641718,Keyonte George,UTA,74,966,810,373,437,222,909,42.37,53.21,-10.84,354,302,42.66,433,426,32.79,69,114,82.61,11,29,87.88,19,55,96.49,4,15,93.75,8,6,75.0,0,0,,0,0,,0,0,,1,1,100.0,10,18,90.0
1630166,Deni Avdija,WAS,74,1087,791,561,230,268,904,52.23,59.8,-7.56,517,546,52.8,229,252,36.68,95,144,75.79,2,3,50.0,44,121,91.67,1,4,100.0,2,2,100.0,1,2,100.0,0,0,,2,1,50.0,0,0,,11,12,54.55
1628401,Derrick White,BOS,72,1091,830,340,490,140,896,47.6,61.18,-13.58,322,342,53.11,490,585,39.8,50,93,93.0,0,0,,18,52,96.3,0,0,,6,5,83.33,0,0,,0,0,,2,0,0.0,0,0,,8,14,87.5
204001,Kristaps Porziņģis,BOS,57,1145,752,459,293,302,894,54.5,64.7,-10.2,432,502,58.1,292,327,37.33,99,172,86.87,1,3,100.0,27,74,91.36,1,4,100.0,7,5,71.43,0,0,,0,0,,1,1,100.0,0,0,,34,57,85.07
1630703,Scoot Henderson,POR,62,868,797,529,268,204,890,42.01,48.94,-6.93,513,408,39.77,268,261,32.46,73,121,82.88,4,11,91.67,16,46,95.83,0,0,,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,14,19,67.86
1629675,Naz Reid,MIN,79,1046,822,428,394,143,888,47.94,59.1,-11.16,413,424,51.33,394,486,41.12,55,80,72.73,0,0,,15,41,91.11,0,0,,2,2,100.0,1,2,100.0,0,0,,1,0,0.0,0,0,,7,11,78.57
1630581,Josh Giddey,OKC,79,968,836,595,241,119,887,47.64,54.48,-6.84,574,584,50.87,241,246,34.02,40,60,75.0,0,0,,21,62,98.41,0,0,,3,2,66.67,0,0,,0,0,,1,1,100.0,0,0,,7,13,92.86
1627741,Buddy Hield,PHI,84,1013,850,282,568,59,882,43.51,57.82,-14.31,279,298,53.41,568,657,38.56,10,17,85.0,3,9,100.0,3,8,88.89,0,0,,8,7,87.5,1,3,100.0,0,0,,3,2,66.67,0,0,,7,12,85.71
1629023,P.J. Washington,DAL,72,939,811,398,413,145,874,43.07,53.67,-10.6,377,402,53.32,413,396,31.96,51,68,66.67,0,0,,21,55,87.3,0,0,,2,2,100.0,0,0,,0,0,,0,0,,0,0,,10,16,80.0
203952,Andrew Wiggins,GSW,71,939,780,526,254,189,867,46.88,54.39,-7.51,514,500,48.64,253,270,35.57,80,118,73.75,2,5,83.33,12,35,97.22,1,3,75.0,0,0,,0,0,,0,0,,0,0,,0,0,,5,8,80.0
1630175,Cole Anthony,ORL,80,917,746,477,269,216,855,46.36,54.52,-8.16,462,436,47.19,269,273,33.83,70,114,81.43,1,3,100.0,15,44,97.78,0,0,,15,10,66.67,0,0,,0,0,,2,2,100.0,0,0,,21,35,83.33
1630557,Corey Kispert,WAS,79,1048,782,309,473,155,847,47.81,61.63,-13.82,284,348,61.27,472,534,37.71,46,68,73.91,2,6,100.0,25,68,90.67,1,4,100.0,2,2,100.0,0,0,,0,0,,1,0,0.0,0,0,,14,18,64.29
1630217,Desmond Bane,MEM,41,982,760,408,352,155,844,48.4,59.29,-10.89,397,420,52.9,351,402,38.18,45,78,86.67,1,2,66.67,11,31,93.94,1,4,100.0,17,15,88.24,1,3,100.0,0,0,,3,2,66.67,5,4,80.0,12,21,87.5
1631110,Jeremy Sochan,SAS,74,861,776,549,227,144,841,44.77,51.29,-6.52,535,512,47.85,227,210,30.84,57,88,77.19,0,0,,14,40,95.24,0,0,,0,0,,1,2,100.0,0,0,,0,0,,0,0,,7,9,64.29
1628415,Dillon Brooks,HOU,72,915,768,398,370,147,836,44.55,54.94,-10.4,387,370,47.8,370,399,35.95,56,96,85.71,2,5,83.33,11,30,90.91,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,9,14,77.78
203932,Aaron Gordon,DEN,73,1013,716,578,138,269,833,54.99,60.71,-5.71,538,636,59.11,138,120,28.99,100,134,67.0,0,0,,40,102,85.0,0,0,,0,0,,0,0,,0,0,,2,1,50.0,0,0,,15,20,66.67
1626181,Norman Powell,LAC,75,1043,760,381,379,169,833,50.41,62.5,-12.09,366,380,51.91,378,489,43.12,53,85,80.19,9,26,96.3,15,44,97.78,1,3,75.0,0,0,,1,3,100.0,0,0,,2,1,50.0,0,0,,8,12,75.0
203084,Harrison Barnes,SAC,82,1000,732,347,385,196,832,48.85,61.11,-12.25,328,358,54.57,385,447,38.7,66,100,75.76,1,3,100.0,19,53,92.98,0,0,,22,21,95.45,2,3,75.0,0,0,,0,0,,0,0,,9,15,83.33
1628381,John Collins,UTA,67,1015,738,507,231,182,819,53.73,62.04,-8.3,485,568,58.56,231,258,37.23,63,102,80.95,0,0,,22,60,90.91,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,18,27,79.41
202704,Reggie Jackson,DEN,82,833,756,472,284,98,802,43.98,52.12,-8.14,465,434,46.67,283,303,35.69,26,45,86.54,2,4,66.67,7,20,95.24,1,3,75.0,3,3,100.0,0,0,,0,0,,0,0,,1,1,100.0,14,20,71.43
1629639,Tyler Herro,MIA,42,875,735,402,333,111,789,45.69,55.81,-10.12,391,362,46.29,333,396,39.64,33,58,87.88,4,12,100.0,11,29,87.88,0,0,,10,7,70.0,0,0,,0,0,,1,1,100.0,0,0,,6,10,83.33
1630591,Jalen Suggs,ORL,75,943,714,329,385,156,787,47.84,60.24,-12.4,315,338,53.65,383,453,39.43,49,75,76.53,0,0,,14,40,95.24,2,6,75.0,2,1,50.0,1,2,100.0,0,0,,2,0,0.0,0,0,,19,28,73.68
