player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff
203944,Julius Randle,MIN,77,1632,1180,841,339,482,1391,51.3,58.62,-7.31,778,800,51.41,339,318,31.27,168,270,80.36,0,0,,63,175,92.59,0,0,,2,1,50.0,0,0,,0,0,,0,0,,0,0,,41,68,83.95
1627742,Brandon Ingram,TOR,74,1573,1222,884,338,334,1382,50.48,57.45,-6.97,851,844,49.59,338,390,38.46,120,204,85.0,4,10,83.33,33,88,88.89,0,0,,20,16,80.0,1,2,100.0,0,0,,2,2,100.0,1,1,100.0,12,16,66.67
1626164,Devin Booker,PHX,61,1582,1149,794,355,495,1376,50.25,57.87,-7.62,742,698,47.04,352,339,32.1,145,250,86.21,9,26,96.3,52,150,96.15,3,12,100.0,19,17,89.47,0,0,,1,2,100.0,4,3,75.0,0,0,,49,85,86.73
1630595,Cade Cunningham,DET,64,1531,1189,823,366,382,1373,48.98,56.41,-7.43,784,768,48.98,364,369,33.79,123,205,83.33,2,5,83.33,39,106,90.6,2,8,100.0,28,22,78.57,0,0,,0,0,,1,0,0.0,0,0,,30,48,80.0
1631094,Paolo Banchero,ORL,69,1537,1102,839,263,563,1358,50.73,56.94,-6.21,783,740,47.25,263,249,31.56,229,359,78.38,1,2,66.67,56,152,90.48,0,0,,5,5,100.0,0,0,,0,0,,0,0,,1,1,100.0,20,29,72.5
1630217,Desmond Bane,ORL,80,1607,1184,765,419,332,1351,51.52,60.41,-8.89,729,748,51.3,418,483,38.52,84,154,91.67,1,3,100.0,36,104,96.3,1,4,100.0,35,31,88.57,4,7,87.5,0,0,,3,3,100.0,1,1,100.0,39,69,89.61
1630552,Jalen Johnson,ATL,69,1558,1183,857,326,371,1347,50.87,57.86,-7.0,810,830,51.23,326,342,34.97,141,225,79.79,1,3,100.0,47,133,94.33,0,0,,5,2,40.0,0,0,,0,0,,0,0,,0,0,,17,23,67.65
201935,James Harden,CLE,69,1639,1114,546,568,518,1340,49.46,61.07,-11.61,521,488,46.83,552,594,35.87,135,231,85.56,43,121,93.8,25,72,96.0,16,63,98.44,16,15,93.75,2,5,83.33,0,0,,3,3,100.0,1,1,100.0,26,46,88.46
1642843,Cooper Flagg,DAL,69,1461,1175,934,241,338,1326,49.81,55.19,-5.37,895,886,49.5,241,216,29.88,111,183,82.43,5,14,93.33,39,107,91.45,0,0,,3,2,66.67,2,3,75.0,0,0,,0,0,,1,1,100.0,29,49,84.48
203999,Nikola Jokić,DEN,62,1739,1094,809,285,466,1310,59.13,66.93,-7.8,767,946,61.67,284,318,37.32,122,204,83.61,4,8,66.67,42,118,93.65,1,4,100.0,3,3,100.0,2,2,50.0,0,0,,3,0,0.0,2,1,50.0,80,135,85.99
1628389,Bam Adebayo,MIA,71,1430,1118,725,393,406,1306,47.12,55.14,-8.03,686,660,48.1,393,378,32.06,140,227,81.07,2,4,66.67,39,103,88.03,0,0,,8,6,75.0,0,0,,0,0,,0,0,,1,0,0.0,37,52,72.22
1629638,Nickeil Alexander-Walker,ATL,76,1580,1165,553,612,295,1303,48.8,61.01,-12.22,533,542,50.84,609,723,39.57,82,149,90.85,11,31,93.94,20,57,95.0,3,12,100.0,10,9,90.0,1,3,100.0,0,0,,4,3,75.0,1,1,100.0,29,50,86.21
1627783,Pascal Siakam,IND,61,1455,1131,846,285,371,1294,49.85,56.21,-6.36,800,800,50.0,285,306,35.79,128,180,70.31,2,3,50.0,46,126,91.3,0,0,,1,1,100.0,1,2,100.0,0,0,,0,0,,1,1,100.0,30,36,60.0
1630163,LaMelo Ball,CHA,69,1384,1185,484,701,172,1269,42.68,54.89,-12.21,472,426,45.13,698,771,36.82,42,76,90.48,2,6,100.0,12,36,100.0,3,12,100.0,11,10,90.91,2,2,50.0,0,0,,0,0,,2,2,100.0,25,43,86.0
1630567,Scottie Barnes,TOR,79,1425,1109,887,222,292,1242,52.14,57.58,-5.44,854,922,53.98,222,198,29.73,104,169,81.25,0,0,,33,92,92.93,0,0,,4,4,100.0,0,0,,0,0,,1,1,100.0,1,0,0.0,23,39,84.78
1630166,Deni Avdija,POR,60,1480,982,612,370,561,1235,51.12,60.22,-9.1,551,550,49.91,370,357,32.16,198,323,81.57,4,11,91.67,61,171,93.44,0,0,,9,8,88.89,1,0,0.0,1,0,0.0,1,1,100.0,0,0,,39,59,75.64
203468,CJ McCollum,ATL,74,1388,1120,623,497,233,1221,46.73,56.77,-10.03,598,596,49.83,494,552,37.25,66,96,72.73,12,28,77.78,25,74,98.67,3,12,100.0,6,3,50.0,0,0,,0,0,,2,1,50.0,1,0,0.0,14,26,92.86
1630578,Alperen Sengun,HOU,68,1383,1059,938,121,359,1217,53.19,56.82,-3.63,892,940,52.69,121,105,28.93,115,165,71.74,2,5,83.33,46,126,91.3,0,0,,0,0,,4,5,62.5,0,0,,0,0,,2,0,0.0,35,37,53.62
1641705,Victor Wembanyama,SAS,61,1510,1011,678,333,433,1217,54.16,62.84,-8.68,646,742,57.43,331,342,34.44,139,232,83.45,3,8,88.89,32,92,95.83,2,8,100.0,9,7,77.78,3,5,83.33,0,0,,2,2,100.0,2,2,100.0,48,70,75.27
1628401,Derrick White,BOS,76,1260,1096,462,634,204,1186,41.58,53.13,-11.55,443,414,46.73,633,621,32.7,65,123,94.62,9,25,92.59,19,51,89.47,1,3,75.0,4,1,25.0,0,0,,0,0,,0,0,,1,1,100.0,11,21,95.45
1641708,Amen Thompson,HOU,77,1406,1022,908,114,375,1185,55.51,59.22,-3.72,859,940,54.71,114,75,21.93,135,210,77.78,0,0,,49,137,93.2,0,0,,0,0,,2,3,75.0,1,1,50.0,0,0,,0,0,,25,40,80.0
1626157,Karl-Anthony Towns,NYK,72,1436,991,692,299,398,1168,53.6,61.57,-7.97,641,666,51.95,296,318,35.81,146,252,86.3,2,5,83.33,51,146,95.42,3,11,91.67,11,10,90.91,1,1,50.0,0,0,,1,1,100.0,0,0,,16,26,81.25
201942,DeMar DeRozan,SAC,75,1364,963,819,144,418,1161,54.82,59.46,-4.64,774,774,50.0,143,135,31.47,145,249,85.86,4,12,100.0,45,128,94.81,1,4,100.0,25,22,88.0,0,0,,0,0,,2,2,100.0,1,1,100.0,21,37,88.1
1630530,Trey Murphy III,NOP,65,1401,1034,472,562,243,1153,48.76,61.4,-12.63,449,500,55.68,562,639,37.9,75,135,90.0,4,12,100.0,23,67,97.1,0,0,,18,13,72.22,0,0,,0,0,,1,1,100.0,3,2,66.67,18,32,88.89
1628368,De'Aaron Fox,SAS,70,1317,1030,641,389,243,1142,48.92,57.92,-9.0,621,698,56.2,389,393,33.68,86,132,76.74,1,2,66.67,20,50,83.33,0,0,,2,1,50.0,0,0,,0,0,,0,0,,0,0,,23,41,89.13
1642851,Kon Knueppel,CHA,78,1448,1043,427,616,217,1140,49.57,63.59,-14.02,412,440,53.4,612,777,42.32,63,110,87.3,11,28,84.85,15,44,97.78,4,15,93.75,3,2,66.67,1,2,66.67,0,0,,1,1,100.0,2,1,50.0,16,28,87.5
1630202,Payton Pritchard,BOS,77,1301,1059,509,550,130,1123,46.5,58.28,-11.78,500,550,55.0,550,618,37.45,27,46,85.19,3,7,77.78,9,27,100.0,0,0,,8,7,87.5,0,0,,0,0,,1,1,100.0,1,1,100.0,24,44,91.67
1628970,Miles Bridges,CHA,74,1272,1007,572,435,246,1121,47.18,57.03,-9.85,555,596,53.69,435,441,33.79,92,146,79.35,4,9,75.0,17,48,94.12,0,0,,0,0,,1,2,100.0,0,0,,2,2,100.0,0,0,,15,28,93.33
1641706,Brandon Miller,CHA,62,1248,1002,497,505,210,1096,45.9,57.02,-11.12,484,458,47.31,502,567,37.65,60,106,88.33,11,29,87.88,13,39,100.0,3,12,100.0,6,6,100.0,2,6,100.0,0,0,,0,0,,1,1,100.0,14,24,85.71
1642845,VJ Edgecombe,PHI,73,1173,1011,597,414,179,1094,44.77,53.82,-9.05,582,562,48.28,409,420,34.23,58,89,76.72,4,10,83.33,15,43,95.56,5,18,90.0,2,2,100.0,0,0,,0,0,,0,0,,4,2,50.0,15,27,90.0
1631157,Ryan Rollins,MIL,73,1269,1015,569,446,155,1091,48.23,58.58,-10.34,557,570,51.17,446,552,41.26,48,80,83.33,0,0,,12,30,83.33,0,0,,6,6,100.0,0,0,,0,0,,1,1,100.0,2,1,50.0,19,29,76.32
1642847,Jeremiah Fears,NOP,80,1144,982,683,299,236,1088,45.74,52.68,-6.94,656,602,45.88,299,300,33.44,86,136,79.07,1,2,66.67,27,77,95.06,0,0,,0,0,,0,0,,0,0,,2,0,0.0,0,0,,17,27,79.41
1630180,Saddiq Bey,NOP,70,1236,939,538,401,293,1074,48.06,57.87,-9.81,509,498,48.92,401,432,35.91,117,194,82.91,1,3,100.0,29,85,97.7,0,0,,7,6,85.71,0,0,,0,0,,0,0,,0,0,,10,18,90.0
1641718,Keyonte George,UTA,54,1275,881,520,361,378,1054,50.94,60.87,-9.93,488,472,48.36,356,387,36.24,123,216,87.8,11,30,90.91,32,91,94.79,5,20,100.0,10,8,80.0,1,3,100.0,0,0,,0,0,,4,4,100.0,24,44,93.62
1628415,Dillon Brooks,PHX,56,1131,959,590,369,202,1052,45.44,53.97,-8.53,577,554,48.01,368,378,34.24,67,109,81.34,4,12,100.0,13,38,97.44,1,4,100.0,0,0,,4,8,100.0,0,0,,1,0,0.0,0,0,,17,28,84.85
1641824,Matas Buzelis,CHI,75,1211,930,451,479,230,1035,47.1,58.72,-11.62,433,488,56.35,477,501,35.01,84,130,77.38,4,9,75.0,18,49,90.74,2,8,100.0,1,1,100.0,1,3,100.0,0,0,,0,0,,2,1,50.0,13,21,80.77
1631095,Jabari Smith Jr.,HOU,74,1155,937,467,470,196,1027,45.44,56.44,-11.0,455,474,52.09,470,507,35.96,62,95,76.61,9,20,74.07,12,35,97.22,0,0,,3,1,33.33,1,0,0.0,0,0,,0,0,,0,0,,15,23,76.67
2544,LeBron James,LAL,58,1211,886,650,236,306,1022,52.31,59.33,-7.01,616,696,56.49,236,222,31.36,103,154,74.76,9,20,74.07,34,90,88.24,0,0,,7,4,57.14,1,2,100.0,0,0,,0,0,,1,0,0.0,15,23,76.67
1629008,Michael Porter Jr.,BKN,50,1205,925,454,471,213,1017,47.55,59.14,-11.59,425,456,53.65,466,495,35.41,53,95,89.62,13,34,87.18,29,82,94.25,5,19,95.0,16,9,56.25,1,1,50.0,0,0,,1,1,100.0,1,1,100.0,7,12,85.71
1626181,Norman Powell,MIA,57,1240,882,478,404,310,1015,50.04,60.88,-10.84,450,466,51.78,402,456,37.81,77,123,79.87,26,67,85.9,28,79,94.05,2,7,87.5,8,6,75.0,1,3,100.0,0,0,,3,3,100.0,2,1,50.0,16,29,90.62
1630193,Immanuel Quickley,TOR,70,1150,905,429,476,207,997,46.13,57.73,-11.6,405,398,49.14,476,534,37.39,73,125,85.62,3,7,77.78,24,67,93.06,0,0,,2,1,50.0,1,0,0.0,0,0,,2,2,100.0,0,0,,11,16,72.73
1631170,Jaime Jaquez Jr.,MIA,73,1121,885,713,172,213,980,51.95,57.27,-5.32,682,734,53.81,172,162,31.4,75,112,74.67,0,0,,31,82,88.17,0,0,,1,1,100.0,1,2,100.0,0,0,,3,3,100.0,1,1,100.0,14,24,85.71
1642263,Reed Sheppard,HOU,81,1104,940,369,571,86,979,43.52,56.45,-12.93,363,348,47.93,569,669,39.19,20,34,85.0,4,9,75.0,6,16,88.89,2,7,87.5,3,3,100.0,0,0,,0,0,,1,1,100.0,0,0,,11,17,77.27
1628969,Mikal Bridges,NYK,79,1152,940,530,410,96,979,48.28,58.64,-10.36,519,594,57.23,410,456,37.07,25,42,84.0,5,13,86.67,11,29,87.88,0,0,,0,0,,3,7,87.5,0,0,,0,0,,0,0,,6,11,91.67
1631105,Jalen Duren,DET,68,1325,784,784,0,416,967,66.72,68.51,-1.79,731,910,62.24,0,0,,156,233,74.68,0,0,,53,146,91.82,0,0,,1,0,0.0,0,0,,0,0,,0,0,,0,0,,26,36,69.23
1630596,Evan Mobley,CLE,64,1146,838,629,209,292,965,52.64,59.29,-6.65,591,708,59.9,209,186,29.67,112,132,58.93,0,0,,38,102,89.47,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,15,18,60.0
1641764,Brandin Podziemski,GSW,81,1110,852,448,404,239,959,47.29,57.98,-10.69,429,438,51.05,404,444,36.63,78,127,81.41,6,15,83.33,19,53,92.98,0,0,,0,0,,2,3,75.0,0,0,,0,0,,0,0,,21,30,71.43
1630230,Naji Marshall,DAL,74,1128,821,608,213,300,951,52.34,59.18,-6.84,574,646,56.27,213,186,29.11,103,163,79.13,6,15,83.33,34,93,91.18,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,21,25,59.52
1629627,Zion Williamson,NOP,58,1221,752,749,3,443,945,62.62,64.47,-1.86,692,786,56.79,3,3,33.33,174,254,72.99,0,0,,57,151,88.3,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,19,27,71.05
1641739,Toumani Camara,POR,81,1077,877,294,583,133,937,43.6,57.56,-13.96,282,314,55.67,583,645,36.88,43,60,69.77,1,2,66.67,12,33,91.67,0,0,,0,0,,1,2,100.0,1,1,50.0,0,0,,0,0,,14,20,71.43
1631101,Shaedon Sharpe,POR,49,1022,851,551,300,191,932,46.6,54.65,-8.05,520,508,48.85,300,300,33.33,66,104,78.79,0,0,,31,87,93.55,0,0,,2,1,50.0,0,0,,0,0,,0,0,,0,0,,13,22,84.62
1628374,Lauri Markkanen,UTA,42,1123,805,481,324,268,928,51.0,60.84,-9.84,449,474,52.78,323,342,35.29,75,134,89.33,4,11,91.67,32,93,96.88,1,4,100.0,12,11,91.67,0,0,,0,0,,1,1,100.0,2,2,100.0,29,51,87.93
1630168,Onyeka Okongwu,ATL,72,1095,836,466,370,200,926,48.84,59.25,-10.41,446,484,54.26,370,420,37.84,72,110,76.39,1,3,100.0,20,54,90.0,0,0,,1,1,100.0,3,4,66.67,0,0,,0,0,,0,0,,13,19,73.08
201566,Russell Westbrook,SAC,64,971,839,460,379,183,922,43.35,52.8,-9.45,447,434,48.55,379,384,33.77,70,91,65.0,4,11,91.67,13,38,97.44,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,8,12,75.0
1629628,RJ Barrett,TOR,56,1074,802,523,279,271,922,49.86,58.29,-8.43,493,534,54.16,279,288,34.41,112,157,70.09,1,2,66.67,30,81,90.0,0,0,,0,0,,1,2,100.0,0,0,,0,0,,0,0,,6,10,83.33
1641729,Brice Sensabaugh,UTA,72,1072,824,392,432,193,911,47.14,58.97,-11.83,370,396,53.51,430,465,36.05,66,112,84.85,4,10,83.33,22,63,95.45,2,7,87.5,8,5,62.5,2,4,80.0,0,0,,0,0,,1,1,100.0,6,9,75.0
1642264,Stephon Castle,SAS,63,1024,747,525,222,354,905,49.42,56.71,-7.29,484,462,47.73,222,219,32.88,143,206,72.03,1,3,100.0,41,113,91.87,0,0,,0,0,,0,0,,0,0,,1,1,100.0,1,1,100.0,12,19,79.17
1630559,Austin Reaves,LAL,49,1137,735,415,320,352,901,53.08,63.89,-10.8,390,434,55.64,317,339,35.65,84,145,86.31,17,43,84.31,25,74,98.67,3,12,100.0,21,18,85.71,1,2,100.0,0,0,,0,0,,4,4,100.0,39,66,84.62
201939,Stephen Curry,GSW,43,1142,799,315,484,221,896,49.59,63.71,-14.12,298,334,56.04,477,549,38.36,52,98,94.23,16,43,89.58,17,50,98.04,7,28,100.0,11,10,90.91,2,4,100.0,0,0,,1,1,100.0,1,1,100.0,14,24,85.71
1629675,Naz Reid,MIN,75,1026,842,407,435,120,894,45.82,57.33,-11.51,391,426,54.48,435,480,36.78,41,56,68.29,1,3,100.0,16,46,95.83,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,9,14,77.78
1630183,Jaden McDaniels,MIN,73,1084,809,559,250,176,892,53.03,61.14,-8.11,542,594,54.8,250,309,41.2,63,107,84.92,0,0,,17,44,86.27,0,0,,5,5,100.0,0,0,,0,0,,2,2,100.0,0,0,,13,23,88.46
1631096,Chet Holmgren,OKC,67,1152,758,521,237,277,887,56.75,65.46,-8.71,500,630,63.0,237,261,36.71,103,166,80.58,0,0,,21,58,92.06,0,0,,2,2,100.0,1,1,50.0,0,0,,0,0,,0,0,,23,34,73.91
1642846,Ace Bailey,UTA,69,936,842,467,375,77,878,43.8,53.43,-9.63,462,482,52.16,375,387,34.4,28,41,73.21,2,3,50.0,5,14,93.33,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.0,5,9,90.0
1628384,OG Anunoby,NYK,64,1076,772,387,385,209,867,50.33,62.27,-11.94,371,420,56.6,384,447,38.8,74,124,83.78,3,6,66.67,16,45,93.75,1,3,75.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,17,30,88.24
1641710,Anthony Black,ORL,63,955,766,469,297,231,867,46.36,55.03,-8.68,438,424,48.4,297,300,33.67,83,129,77.71,1,2,66.67,31,78,83.87,0,0,,1,1,100.0,0,0,,0,0,,0,0,,2,1,50.0,14,20,71.43
203952,Andrew Wiggins,MIA,66,1016,794,472,322,159,864,49.08,58.8,-9.72,458,464,50.66,319,390,40.75,54,81,75.0,4,10,83.33,14,40,95.24,3,11,91.67,0,0,,1,2,100.0,0,0,,0,0,,1,1,100.0,10,17,85.0
1629614,Andrew Nembhard,IND,56,951,741,451,290,233,851,47.43,56.37,-8.94,433,408,47.11,290,315,36.21,84,139,82.74,3,6,66.67,18,51,94.44,0,0,,6,5,83.33,0,0,,0,0,,0,0,,2,2,100.0,15,25,83.33
1628978,Donte DiVincenzo,MIN,80,963,806,185,621,101,850,41.26,56.62,-15.36,178,172,48.31,620,699,37.58,18,27,75.0,7,15,71.43,7,20,95.24,1,3,75.0,3,1,33.33,1,3,100.0,0,0,,0,0,,0,0,,15,23,76.67
1631221,Collin Gillespie,PHX,77,983,808,255,553,84,849,43.61,58.17,-14.56,248,220,44.35,550,666,40.36,22,37,84.09,3,8,88.89,7,21,100.0,3,12,100.0,8,7,87.5,0,0,,0,0,,2,1,50.0,0,0,,6,11,91.67
1629640,Keldon Johnson,SAS,79,1032,765,506,259,183,846,52.33,61.03,-8.69,486,568,58.44,259,279,35.91,54,89,82.41,1,0,0.0,20,54,90.0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,26,42,80.77
202696,Nikola Vučević,BOS,63,965,799,528,271,93,844,49.16,57.45,-8.29,523,578,55.26,271,300,36.9,25,42,84.0,0,0,,5,14,93.33,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.0,19,31,81.58
1642852,Derik Queen,NOP,78,903,708,629,79,260,828,51.42,54.9,-3.48,606,588,48.51,79,60,25.32,101,165,81.68,0,0,,23,62,89.86,0,0,,0,0,,0,0,,0,0,,2,2,100.0,0,0,,17,26,76.47
203501,Tim Hardaway Jr.,DEN,77,1017,742,223,519,190,825,46.35,61.59,-15.24,215,226,52.56,515,609,39.42,49,78,79.59,16,40,83.33,8,22,91.67,4,16,100.0,2,2,100.0,1,2,100.0,0,0,,0,0,,1,0,0.0,14,22,78.57
1629012,Collin Sexton,CHI,66,1004,713,446,267,241,823,51.91,61.29,-9.38,419,426,50.84,267,318,39.7,80,136,85.0,2,5,83.33,27,78,96.3,0,0,,6,5,83.33,2,3,100.0,0,0,,1,1,100.0,0,0,,19,32,84.21
1641716,Jarace Walker,IND,76,884,733,377,356,183,819,44.05,54.33,-10.29,361,316,43.77,356,399,37.36,66,96,72.73,0,0,,16,41,85.42,0,0,,2,2,100.0,1,2,100.0,0,0,,1,1,100.0,0,0,,16,27,84.38
1630700,Dyson Daniels,ATL,75,883,766,652,114,121,817,49.94,53.89,-3.95,632,708,56.01,114,60,17.54,47,58,61.7,0,0,,20,53,88.33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,4,50.0
1629656,Quentin Grimes,PHI,71,952,714,351,363,218,816,47.32,58.77,-11.46,336,372,55.36,361,360,33.24,69,115,83.33,7,17,80.95,15,41,91.11,2,8,100.0,5,5,100.0,0,0,,0,0,,1,1,100.0,1,1,100.0,19,32,84.21
1630581,Josh Giddey,CHI,52,892,701,424,277,221,807,46.95,55.87,-8.93,408,392,48.04,277,300,36.1,82,127,77.44,2,4,66.67,16,44,91.67,0,0,,7,5,71.43,0,0,,0,0,,0,0,,2,2,100.0,13,18,69.23
1628991,Jaren Jackson Jr.,UTA,48,931,719,484,235,203,807,49.6,57.59,-7.99,458,464,50.66,234,249,35.47,63,100,79.37,2,5,83.33,26,74,94.87,1,3,75.0,0,0,,1,1,33.33,0,0,,0,0,,1,1,100.0,21,34,82.93
1630245,Ayo Dosunmu,MIN,68,1004,734,456,278,144,799,53.12,62.96,-9.84,434,468,53.92,277,363,43.68,49,90,91.84,1,2,66.67,22,61,92.42,1,4,100.0,10,7,70.0,0,0,,0,0,,0,0,,0,0,,5,9,90.0
203954,Joel Embiid,PHI,36,966,653,506,147,317,798,54.58,60.95,-6.37,481,500,51.98,147,144,32.65,112,192,85.71,5,14,93.33,25,69,92.0,0,0,,3,2,66.67,0,0,,0,0,,0,0,,0,0,,25,45,90.0
203924,Jerami Grant,POR,53,970,672,344,328,277,793,49.77,61.09,-11.32,323,318,49.23,319,360,37.62,83,131,78.92,11,29,87.88,21,59,93.65,9,35,97.22,6,5,83.33,0,0,,0,0,,0,0,,0,0,,21,33,78.57
1631108,Max Christie,DAL,76,942,720,276,444,139,790,46.56,60.29,-13.73,268,264,49.25,443,534,40.18,46,81,88.04,0,0,,8,23,95.83,1,4,100.0,8,7,87.5,1,2,100.0,0,0,,2,2,100.0,0,0,,13,25,96.15
1626171,Bobby Portis,MIL,67,915,750,454,296,68,782,49.09,58.66,-9.57,447,448,50.11,296,405,45.61,18,26,72.22,0,0,,7,20,95.24,0,0,,1,1,100.0,0,0,,0,0,,1,1,100.0,0,0,,12,14,60.87
1642267,Bub Carrington,WAS,80,862,722,316,406,109,774,44.0,55.98,-11.97,311,272,43.73,403,492,40.69,18,26,72.22,9,18,66.67,5,13,86.67,3,12,100.0,10,7,70.0,1,2,100.0,0,0,,1,1,100.0,1,0,0.0,12,19,79.17
1630170,Devin Vassell,SAS,63,885,710,296,414,125,770,45.18,57.84,-12.67,290,298,51.38,411,465,37.71,30,48,80.0,8,20,83.33,6,16,88.89,3,11,91.67,12,10,83.33,0,0,,1,1,50.0,0,0,,0,0,,9,16,88.89
1628398,Kyle Kuzma,MIL,69,896,689,450,239,186,768,49.67,58.12,-8.45,422,456,54.03,239,249,34.73,70,98,70.0,1,2,66.67,28,78,92.86,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,13,81.25
1642377,Jaylen Wells,MEM,68,856,686,327,359,170,764,44.98,56.26,-11.27,315,314,49.84,358,381,35.47,50,78,78.0,9,20,74.07,12,35,97.22,1,4,100.0,1,1,100.0,0,0,,1,2,100.0,3,1,33.33,2,1,50.0,12,19,79.17
1642270,Donovan Clingan,POR,75,919,669,428,241,202,759,51.6,60.63,-9.03,405,484,59.75,241,252,34.85,77,105,68.18,0,0,,23,64,92.75,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,12,13,56.52
1631097,Bennedict Mathurin,LAC,50,848,626,403,223,284,758,48.18,56.46,-8.28,377,338,44.83,223,213,31.84,100,178,89.0,2,5,83.33,26,70,89.74,0,0,,2,2,100.0,1,1,50.0,0,0,,2,1,50.0,3,3,100.0,22,37,84.09
201950,Jrue Holiday,POR,52,854,703,346,357,103,757,45.77,57.06,-11.29,339,352,51.92,357,402,37.54,26,43,82.69,0,0,,7,21,100.0,0,0,,10,6,60.0,0,0,,0,0,,2,2,100.0,0,0,,16,28,87.5
202691,Klay Thompson,DAL,68,805,720,199,521,45,745,40.13,54.41,-14.28,199,168,42.21,521,603,38.58,4,5,62.5,6,12,66.67,0,0,,0,0,,11,11,100.0,2,4,100.0,0,0,,0,0,,0,0,,2,2,50.0
